ECI2002     
# 1485 patches, random layout
ORIGINATOR      "System Brunner AG, www.systembrunner.ch, Copyright 2004 System Brunner AG"
DESCRIPTOR      "EUROSB104S"
CREATED	"7/5/2004"  # Time: 19:20
INSTRUMENTATION "GretagMacbeth SpectroScanT, Illumination=D50, ObserverAngle=2 degree, Geometry 45/0, WhiteBase=Absolute, Filter=No, White backing"
PRINT_CONDITIONS        "Offset printing, according to Eurostandard System Brunner specification, within ISO 12647-2:2004 tolerances, paper type coated/semi-matte, 115 g/m2, TVI 15%, screen ruling 60 L/cm, for further information see documentation"
KEYWORD	"SampleID"
KEYWORD	"SAMPLE_NAME"
NUMBER_OF_FIELDS	8
BEGIN_DATA_FORMAT
SampleID	SAMPLE_NAME	XYZ_X	XYZ_Y	XYZ_Z	LAB_L	LAB_A	LAB_B
END_DATA_FORMAT
NUMBER_OF_SETS	1485						
BEGIN_DATA							
708	2M26	11.43	12.59	3.84	42.14	-5.00	28.32
22	2M27	48.32	45.32	50.05	73.10	13.09	-15.70
1250	2M28	3.53	3.22	1.39	20.89	6.94	12.35
58	2M29	21.22	23.66	42.76	55.75	-7.39	-36.95
546	2M30	12.10	13.07	7.88	42.87	-3.45	10.09
265	2M31	44.23	42.48	30.95	71.20	9.75	6.10
1234	2M32	3.76	3.38	1.85	21.52	7.77	8.30
301	2M33	18.38	22.05	26.42	54.08	-14.31	-16.01
252	2N1	32.75	17.09	10.98	48.37	71.41	8.88
424	2N2	54.04	60.93	24.44	82.34	-11.64	36.23
288	2N3	17.80	10.14	10.87	38.09	51.55	-8.53
460	2N4	21.24	31.12	19.91	62.61	-36.87	11.00
324	2N5	4.94	4.09	10.75	23.98	13.39	-32.48
1121	2N6	17.94	18.99	10.27	50.67	-1.94	15.08
1142	2N7	3.27	4.96	6.18	26.63	-21.90	-10.80
1123	2N8	13.36	11.90	7.07	41.05	12.84	10.20
1144	2N9	2.54	2.78	4.16	19.16	-2.80	-13.27
1125	2N10	8.90	5.27	3.42	27.48	38.59	5.75
414	2N11	32.34	17.21	6.96	48.52	69.31	23.54
262	2N12	57.89	64.39	42.26	84.17	-9.96	12.68
450	2N13	17.09	10.01	6.82	37.86	48.72	5.73
298	2N14	24.04	33.37	35.28	64.46	-32.13	-11.96
486	2N15	4.20	3.90	6.83	23.34	6.40	-19.35
1352	2N16	8.97	9.25	8.27	36.46	0.47	-2.46
1361	2N17	63.27	65.30	57.61	84.64	0.70	-3.93
1292	2N18	24.02	32.24	57.94	63.54	-28.23	-40.64
1301	2N19	68.64	73.38	72.25	88.63	-4.55	-10.96
1312	2N20	39.66	24.39	24.36	56.48	59.42	-8.22
1321	2N21	72.90	70.31	64.04	87.15	10.89	-5.97
1332	2N22	68.89	72.94	12.36	88.42	-3.10	73.81
1341	2N23	80.07	83.42	60.08	93.20	-0.71	8.33
1472	2N24	37.52	38.85	33.61	68.64	0.21	-2.34
1417	2N25	77.88	80.19	70.29	91.77	1.12	-3.80
1318	2N26	63.25	56.47	53.03	79.88	21.16	-7.30
690	2N27	22.08	19.62	3.78	51.41	15.35	44.68
1205	2N28	3.50	3.62	5.25	22.38	0.12	-13.69
654	2N29	42.09	32.17	3.85	63.48	36.70	65.04
247	2N30	58.96	53.54	32.85	78.19	18.39	15.26
528	2N31	22.83	20.26	8.21	52.13	15.68	24.79
1221	2N32	3.14	3.52	3.30	22.01	-4.09	-2.85
492	2N33	43.52	33.37	9.23	64.46	36.74	42.35
1075	2O1	9.15	5.20	5.20	27.29	41.45	-4.94
1194	2O2	2.00	2.51	1.66	17.96	-9.05	4.19
1073	2O3	14.66	12.72	12.30	42.34	15.39	-5.47
1192	2O4	2.60	4.53	2.10	25.34	-28.19	12.44
1355	2O5	20.27	20.94	18.68	52.88	0.39	-3.14
648	2O6	3.73	3.80	3.74	23.00	1.04	-4.07
136	2O7	26.75	35.45	50.41	66.10	-27.78	-28.17
612	2O8	16.42	9.87	3.64	37.61	46.07	21.78
100	2O9	62.03	67.87	60.32	85.94	-7.77	-4.43
576	2O10	31.83	17.18	3.65	48.48	67.62	40.42
171	2O11	33.37	17.37	12.86	48.72	72.07	3.95
565	2O12	4.86	6.31	6.35	30.17	-14.36	-5.49
167	2O13	54.65	46.46	33.82	73.84	26.54	6.32
561	2O14	7.56	14.41	10.09	44.81	-48.15	5.55
1340	2O15	78.84	82.37	54.54	92.74	-1.15	13.25
1351	2O16	6.60	6.79	6.04	31.32	0.60	-2.08
1362	2O17	68.96	71.15	62.64	87.56	0.76	-3.91
1291	2O18	21.49	29.78	56.99	61.46	-30.74	-43.25
1302	2O19	72.89	77.13	73.31	90.38	-3.06	-8.87
1311	2O20	37.98	22.19	22.13	54.23	63.82	-7.90
1322	2O21	76.20	75.08	67.65	89.43	7.83	-5.43
568	2O22	68.17	72.15	10.11	88.04	-3.02	80.04
1342	2O23	81.33	84.48	65.03	93.66	-0.25	4.31
1374	2O24	76.01	78.62	69.85	91.06	0.43	-4.63
1438	2O25	47.35	54.41	63.73	78.70	-13.71	-20.24
704	2O26	16.47	24.12	5.34	56.21	-33.85	44.21
1203	2O27	3.47	2.39	2.93	17.43	21.04	-8.08
668	2O28	44.54	48.17	5.57	74.93	-5.42	75.32
62	2O29	12.37	8.83	20.41	35.65	29.54	-36.51
542	2O30	17.89	25.62	11.93	57.67	-32.35	22.05
1219	2O31	3.29	2.43	2.09	17.61	17.26	-0.82
506	2O32	47.16	50.97	14.09	76.66	-5.45	48.79
305	2O33	11.03	8.43	13.25	34.87	23.45	-21.01
1176	2P1	12.32	14.10	2.45	44.37	-8.35	42.17
1087	2P2	7.02	8.08	12.54	34.15	-7.39	-20.27
1178	2P3	9.65	9.30	1.96	36.55	5.67	33.07
1089	2P4	4.86	4.20	7.41	24.33	10.92	-20.02
1180	2P5	6.68	4.35	1.57	24.79	29.54	16.92
88	2P6	42.24	28.40	24.95	60.25	51.07	-2.79
588	2P7	41.95	43.21	7.94	71.70	0.84	59.54
124	2P8	23.53	17.51	22.97	48.90	32.71	-18.71
624	2P9	15.91	21.90	7.18	53.92	-27.16	31.92
160	2P10	7.42	7.56	20.78	33.04	1.33	-41.77
505	2P11	51.31	58.34	15.31	80.93	-12.61	53.03
219	2P12	21.20	25.99	34.42	58.03	-17.30	-21.81
509	2P13	36.40	33.36	10.34	64.45	14.59	38.61
223	2P14	13.09	11.18	18.59	39.88	16.09	-25.37
513	2P15	23.63	13.26	5.14	43.15	57.96	22.71
1350	2P16	4.85	4.96	4.37	26.63	0.77	-1.64
1363	2P17	73.78	76.11	66.91	89.91	0.81	-3.92
1290	2P18	19.39	27.71	56.13	59.63	-33.03	-45.52
1303	2P19	76.32	80.10	74.04	91.73	-1.83	-7.18
1310	2P20	36.42	20.21	20.07	52.07	68.03	-7.50
1323	2P21	78.58	78.66	70.30	91.08	5.49	-5.00
1330	2P22	67.82	71.75	8.54	87.85	-2.97	85.13
1343	2P23	82.24	85.23	68.92	93.98	0.12	1.25
1373	2P24	68.15	70.78	64.24	87.38	-0.22	-5.76
1415	2P25	79.80	83.20	72.18	93.10	-0.81	-3.19
1199	2P26	5.11	3.20	3.04	20.81	29.18	-3.07
694	2P27	25.11	34.44	5.82	65.31	-31.16	57.55
52	2P28	18.59	14.57	25.96	45.04	25.77	-30.79
1244	2P29	7.28	7.86	1.72	33.70	-2.91	30.62
1215	2P30	4.79	3.16	2.09	20.68	25.64	4.50
532	2P31	26.80	36.33	13.68	66.77	-30.48	32.83
295	2P32	16.85	13.74	16.35	43.86	21.55	-13.41
1228	2P33	8.03	8.62	3.05	35.25	-2.57	21.74
1085	2Q1	5.95	3.68	5.21	22.57	31.35	-13.13
1184	2Q2	6.03	5.14	1.71	27.14	12.48	19.44
1083	2Q3	9.80	9.38	11.67	36.71	6.16	-13.33
1182	2Q4	8.30	9.44	2.14	36.81	-6.87	31.82
1081	2Q5	12.93	14.65	17.12	45.15	-7.64	-12.99
644	2Q6	5.99	10.62	5.86	38.93	-38.70	11.89
140	2Q7	18.50	19.96	32.76	51.79	-3.84	-30.13
608	2Q8	25.40	25.31	6.34	57.38	4.21	41.49
104	2Q9	42.78	38.22	37.77	68.18	18.51	-9.01
572	2Q10	48.56	41.68	6.99	70.65	24.31	61.56
207	2Q11	18.20	10.30	12.76	38.38	52.43	-13.61
529	2Q12	20.36	15.87	6.90	46.80	27.05	20.80
203	2Q13	30.33	29.02	30.04	60.80	9.01	-10.41
525	2Q14	30.62	34.19	11.85	65.11	-8.49	35.10
199	2Q15	43.86	51.73	47.38	77.12	-16.83	-5.70
1289	2Q16	17.40	25.69	55.08	57.74	-35.30	-47.67
1304	2Q17	78.35	81.85	74.57	92.51	-1.13	-6.30
1309	2Q18	35.17	18.69	18.39	50.32	71.40	-6.92
1324	2Q19	79.86	80.61	71.64	91.96	4.22	-4.68
1329	2Q20	67.41	71.30	7.26	87.63	-2.91	89.71
1344	2Q21	82.69	85.57	70.97	94.13	0.34	-0.34
1349	2Q22	3.72	3.79	3.30	22.97	0.98	-1.20
1364	2Q23	77.11	79.54	69.82	91.48	0.84	-3.88
1372	2Q24	54.78	56.70	50.73	80.01	0.28	-4.55
1437	2Q25	55.23	46.84	46.05	74.09	26.94	-9.35
716	2Q26	8.60	12.71	4.34	42.32	-28.00	25.60
1201	2Q27	5.20	5.00	5.91	26.74	4.65	-9.37
680	2Q28	29.40	28.10	4.33	59.98	9.04	56.14
66	2Q29	17.33	21.88	45.21	53.90	-19.11	-43.15
554	2Q30	9.56	13.49	8.81	43.49	-25.04	7.68
1217	2Q31	4.62	4.66	3.60	25.74	1.66	1.58
518	2Q32	31.14	29.72	10.26	61.41	9.37	33.64
309	2Q33	14.31	20.10	27.53	51.95	-28.16	-21.57
1186	2R1	5.69	8.33	2.44	34.67	-23.79	25.54
1077	2R2	14.26	14.19	14.87	44.51	3.57	-8.66
1188	2R3	4.49	5.47	2.00	28.03	-9.84	18.04
1079	2R4	9.49	7.10	8.22	32.04	23.77	-9.91
1190	2R5	3.19	2.60	1.53	18.37	12.43	6.32
84	2R6	67.19	63.61	51.01	83.76	13.28	1.61
592	2R7	27.88	20.22	4.79	52.08	37.17	39.91
120	2R8	37.71	39.82	44.69	69.34	-2.19	-15.91
628	2R9	10.39	9.84	4.64	37.55	7.13	15.70
156	2R10	12.28	17.77	37.21	49.22	-29.56	-40.93
541	2R11	20.02	30.04	13.19	61.69	-38.79	25.40
183	2R12	49.27	49.42	40.59	75.71	4.44	0.22
545	2R13	14.10	17.00	8.98	48.26	-13.58	15.29
187	2R14	31.23	22.15	20.56	54.19	40.85	-4.85
549	2R15	8.82	6.21	5.07	29.94	27.29	0.30
1288	2R16	16.46	24.70	54.67	56.78	-36.35	-48.89
1305	2R17	80.11	83.29	74.79	93.14	-0.38	-5.40
1308	2R18	34.40	17.82	17.29	49.28	73.26	-6.26
1325	2R19	81.52	83.10	73.46	93.06	2.70	-4.38
1328	2R20	67.09	70.93	6.68	87.45	-2.84	91.84
1345	2R21	82.91	85.69	72.74	94.18	0.55	-1.82
1348	2R22	2.88	2.92	2.51	19.72	1.18	-0.82
1365	2R23	79.58	82.08	71.96	92.61	0.86	-3.84
1371	2R24	33.57	34.81	31.17	65.60	0.03	-3.90
1436	2R25	46.31	52.30	64.20	77.46	-11.27	-22.83
12	2R26	59.77	57.57	57.75	80.50	10.38	-11.21
698	2R27	18.14	19.97	4.30	51.80	-5.74	42.18
48	2R28	30.26	33.26	49.75	64.37	-6.63	-30.41
1246	2R29	5.26	4.20	1.42	24.33	15.80	17.94
255	2R30	55.16	54.24	35.55	78.60	7.31	12.04
536	2R31	19.21	21.00	9.33	52.95	-5.15	22.17
291	2R32	26.57	30.85	30.23	62.38	-12.47	-7.99
1230	2R33	5.38	4.27	1.92	24.55	16.25	12.81
1095	2S1	2.61	2.08	5.16	15.92	12.45	-24.36
1174	2S2	9.77	7.26	1.75	32.40	24.52	28.06
1093	2S3	3.69	4.35	9.62	24.79	-7.32	-27.38
1172	2S4	13.64	13.47	2.16	43.46	4.26	43.12
1091	2S5	4.90	7.13	14.05	32.10	-22.11	-27.92
640	2S6	8.61	18.86	7.95	50.52	-63.25	23.01
144	2S7	10.52	6.60	14.52	30.87	36.89	-31.28
604	2S8	35.65	44.32	9.14	72.44	-22.34	56.42
108	2S9	25.48	13.62	14.64	43.68	63.63	-9.51
1331	2S10	68.19	72.23	10.23	88.08	-3.15	79.70
243	2S11	5.32	4.21	12.41	24.34	16.44	-36.81
493	2S12	38.54	26.30	7.36	58.32	47.98	38.77
239	2S13	9.21	12.55	25.26	42.07	-21.78	-34.69
489	2S14	58.31	56.08	13.59	79.66	10.50	55.30
235	2S15	13.64	22.86	38.61	54.93	-45.23	-32.99
1287	2S16	16.21	24.42	54.50	56.51	-36.60	-49.17
1306	2S17	81.72	84.69	75.31	93.75	0.12	-4.80
1307	2S18	34.03	17.48	16.77	48.86	73.79	-5.77
1326	2S19	82.46	84.44	74.40	93.64	2.02	-4.20
1327	2S20	67.09	70.87	6.46	87.42	-2.72	92.74
1346	2S21	83.19	85.90	73.80	94.27	0.70	-2.59
1347	2S22	2.53	2.56	2.19	18.17	1.23	-0.77
1366	2S23	80.76	83.29	72.98	93.14	0.89	-3.83
1370	2S24	18.33	19.24	16.52	50.97	-1.15	-1.55
1414	2S25	78.52	80.64	72.92	91.97	1.54	-5.79
712	2S26	12.26	22.31	5.82	54.35	-51.80	38.65
34	2S27	28.49	20.48	27.12	52.38	38.30	-20.14
676	2S28	41.43	49.11	6.14	75.52	-17.17	73.65
70	2S29	10.44	9.38	24.42	36.71	11.10	-42.42
550	2S30	13.74	23.91	12.56	56.00	-49.17	17.34
277	2S31	26.80	19.85	17.48	51.67	34.64	-2.57
514	2S32	43.93	51.83	15.15	77.18	-16.89	46.97
313	2S33	8.95	8.73	15.37	35.45	4.65	-25.53
END_DATA							
 							
