ISO28178
ORIGINATOR	"X-Rite, Inc."
FILE_DESCRIPTOR	"Japan Color 2011 for Sheet-fed Offset based on ISO 12647-2"
CREATED	"2011/03/05"
INSTRUMENTATION	"i1iO"
WEIGHTING_FUNCTION	"ILLUMINANT, D50"
WEIGHTING_FUNCTION	"OBSERVER, 2 degree"
NUMBER_OF_FIELDS	9
BEGIN_DATA_FORMAT							
SAMPLE_NO	SAMPLE_ID	CMYK_C	CMYK_M	CMYK_Y	CMYK_K	LAB_L	LAB_A	LAB_B
END_DATA_FORMAT							
NUMBER_OF_SETS	1617							
BEGIN_DATA								
933	1159	40	70	70	60	29.136400	14.954881	9.847784
934	1435	7	7	7	7	83.581337	1.253918	-0.465758
935	1607	70	70	10	10	38.685689	13.147738	-28.882638
936	600	30	55	85	0	56.676956	16.632123	37.999095
937	415	10	0	55	0	87.132786	-9.261588	40.169482
938	449	40	85	55	0	42.723021	36.672144	5.279798
939	452	55	10	55	0	65.227398	-23.064184	12.033010
940	1026	20	0	70	40	61.368813	-11.104075	35.517630
941	703	70	0	100	0	60.245655	-41.850691	45.686327
942	1174	0	70	100	60	35.736188	24.610063	34.973092
943	615	55	20	85	0	60.626013	-20.713379	34.957851
944	992	100	20	20	40	35.549675	-27.118501	-29.899612
945	301	70	30	30	0	54.757153	-15.288100	-17.623915
946	1202	40	70	0	80	22.356119	15.205756	-9.990269
947	1590	70	0	70	10	58.133332	-35.933237	16.430841
948	467	70	85	55	0	34.552129	17.957936	-8.816733
949	1104	20	70	20	60	33.315994	22.983166	-2.936530
950	733	0	40	0	20	66.426010	22.137183	-5.596958
951	1011	70	0	40	40	48.254324	-24.779170	-5.585811
952	135	55	100	10	0	32.405570	47.193361	-24.975553
953	665	10	85	100	0	50.230263	50.169846	47.105690
954	1455	0	40	3	3	74.139723	24.736102	-3.452326
955	1554	20	40	40	10	63.417260	12.213001	11.042371
956	1307	0	100	0	0	46.703934	75.818393	-3.699350
957	1376	20	12	12	10	75.318861	-1.103569	-3.287374
958	1038	70	40	70	40	37.708634	-12.143480	6.565700
959	575	0	85	85	0	53.367319	56.218371	42.381333
960	150	85	55	10	0	41.967438	-4.239938	-37.294441
961	582	10	55	85	0	62.630722	26.563362	48.275784
962	932	40	70	100	20	41.799257	18.960156	33.242151
963	789	40	100	10	20	32.001310	49.704415	-15.755472
964	1586	70	0	0	10	61.737044	-22.090161	-33.976683
965	1599	70	20	40	10	53.772220	-20.976250	-9.344965
966	839	0	10	40	20	76.532386	2.077444	24.394060
967	1205	70	40	0	80	23.031669	-0.042712	-16.968624
968	1250	40	70	100	80	21.477372	9.740613	15.221956
969	271	30	0	30	0	80.761200	-14.345355	7.358355
970	169	0	70	20	0	60.903438	46.946926	4.629235
971	1297	40	0	0	0	78.648026	-12.930933	-20.908280
972	86	0	40	10	0	75.446480	24.721978	1.051678
973	661	10	30	100	0	72.956842	7.728082	73.822774
974	842	0	70	40	20	53.050982	39.306876	13.728698
975	942	100	20	100	20	37.917903	-52.375912	15.247255
976	1075	0	100	0	60	27.496894	47.285960	-3.363101
977	257	10	40	30	0	71.237871	18.446985	9.448672
978	1587	70	0	10	10	61.169727	-24.771089	-26.927949
979	494	0	85	70	0	53.590186	56.675605	32.488498
980	1609	70	70	40	10	38.075119	8.326461	-14.204893
981	1398	10	6	6	80	38.421344	0.088403	-1.063993
982	1107	40	20	20	60	42.359284	-2.867378	-5.454118
983	348	20	55	40	0	61.125566	24.319711	9.305171
984	772	10	0	10	20	78.440923	-4.183699	1.209089
985	897	40	100	70	20	31.947678	44.085510	8.649349
986	1583	40	70	20	10	46.633166	26.222903	-11.778140
987	683	30	85	100	0	44.731187	39.585155	37.081610
988	265	20	30	30	0	72.407222	7.364507	6.660502
989	472	85	30	55	0	48.010796	-30.052341	-8.006324
990	398	100	10	40	0	48.148631	-46.936216	-25.922567
991	541	70	0	70	0	61.789656	-38.483454	17.887882
992	282	40	20	30	0	69.154298	-6.752859	-1.316362
993	197	30	85	20	0	46.144146	45.090103	-8.786564
994	682	30	70	100	0	50.630942	27.242495	44.396709
995	33	30	55	0	0	59.639422	24.061531	-19.194139
996	28	30	0	0	0	82.607011	-9.596686	-16.021462
997	241	100	70	20	0	32.366825	-8.422774	-39.502400
998	1004	20	70	40	40	40.837124	26.737897	4.688912
999	747	20	100	0	20	36.045728	58.888164	-12.029712
1000	1470	40	3	0	40	58.055966	-8.353267	-15.750190
1001	1406	0	100	0	70	24.014857	41.870983	-2.685354
1002	608	40	40	85	0	59.427383	0.325330	38.119399
1003	746	20	70	0	20	48.822372	34.262766	-13.620595
1004	820	40	0	20	20	67.663404	-14.707778	-5.057437
1005	1562	40	0	10	10	72.784731	-14.116171	-12.228959
1006	1494	0	10	40	10	81.768927	2.397998	26.449063
1007	1344	0	0	5	0	94.029560	-0.205964	2.958523
1008	536	55	40	70	0	54.470250	-7.380139	16.848274
1009	539	55	85	70	0	38.144938	25.799208	6.075433
1010	160	100	70	10	0	32.793281	-5.358324	-43.933207
1011	1391	20	12	12	60	48.564397	-0.634664	-2.585569
1012	695	55	10	100	0	63.144477	-27.315639	52.523116
1013	43	40	70	0	0	50.124373	30.507654	-23.039695
1014	152	85	85	10	0	31.553253	15.497736	-37.187784
1015	832	100	0	20	20	45.836127	-39.716811	-34.056659
1016	167	0	40	20	0	75.007110	23.912761	7.637334
1017	922	20	0	100	20	70.793851	-14.064367	70.304030
1018	667	20	0	100	0	81.077362	-15.391596	80.822510
1019	587	20	10	85	0	77.737275	-8.560990	59.858593
1020	145	85	0	10	0	58.991566	-32.860823	-36.872530
1021	1432	0	0	7	7	89.594284	-0.504619	4.233311
1022	10	10	0	0	0	90.186149	-3.214847	-6.637176
1023	907	100	40	70	20	34.532524	-36.596808	-7.193854
1024	260	10	85	30	0	51.240699	53.583454	4.472500
1025	429	20	55	55	0	60.648522	23.093458	20.083341
1026	345	20	20	40	0	75.908981	0.316906	16.062344
1027	364	40	30	40	0	65.124718	-2.306080	4.531619
1028	918	10	20	100	20	67.242936	0.757613	68.290329
1029	631	85	0	85	0	54.598334	-51.586233	20.889359
1030	148	85	30	10	0	50.317284	-18.551298	-37.209375
1031	202	40	30	20	0	66.037019	0.312004	-9.200504
1032	852	20	20	40	20	66.607853	0.135791	13.578473
1033	99	10	100	10	0	43.977193	70.128074	-4.037620
1034	147	85	20	10	0	53.202100	-23.310653	-37.136282
1035	1064	70	70	100	40	29.364026	1.327213	15.945708
1036	403	100	70	40	0	31.531757	-14.238721	-29.732280
1037	1400	80	65	65	100	11.239416	0.133744	1.608979
1038	1592	70	10	10	10	58.168520	-19.738992	-27.391148
1039	1598	70	20	20	10	54.789218	-17.187334	-21.802979
1040	19	20	0	0	0	86.359540	-6.461650	-11.374740
1041	1252	70	0	100	80	27.966392	-19.486848	19.857492
1042	1312	0	80	0	0	56.798787	56.541265	-6.357586
1043	1540	20	0	70	10	77.237520	-13.392284	44.863134
1044	565	100	70	70	0	30.568797	-22.247432	-13.218307
1045	1437	3	40	0	0	74.836258	24.422666	-7.415579
1046	893	40	10	70	20	62.255059	-14.738730	29.076356
1047	435	30	20	55	0	71.691466	-5.184121	23.900712
1048	974	0	70	20	40	45.658462	34.366762	2.660656
1049	748	40	0	0	20	68.751217	-11.434155	-18.355171
1050	1097	0	20	20	60	50.535165	6.022570	5.789591
1051	1606	70	70	0	10	38.996301	14.980444	-33.852144
1052	401	100	40	40	0	40.302507	-32.003468	-27.953036
1053	1465	3	40	40	3	71.661867	20.400766	19.454355
1054	576	0	100	85	0	46.984332	69.908631	36.792389
1055	8	0	85	0	0	54.381363	61.021344	-6.011225
1056	127	55	0	10	0	71.203771	-20.948560	-21.390761
1057	337	10	30	40	0	75.331955	10.575322	18.732255
1058	630	70	100	85	0	28.477402	28.449265	2.861639
1059	210	55	20	20	0	63.691787	-12.079716	-16.082981
1060	1119	100	70	20	60	20.620633	-4.578016	-24.419295
1061	1409	100	0	100	70	26.184072	-36.723820	11.045849
1062	344	20	10	40	0	79.861863	-5.541211	18.297003
1063	280	40	0	30	0	76.716890	-18.293855	1.955017
1064	644	100	40	85	0	38.379165	-45.461904	2.140202
1065	574	0	70	85	0	59.598500	43.638888	48.184698
1066	409	0	30	55	0	78.120289	14.469497	36.521914
1067	952	20	20	0	40	58.146464	3.932564	-10.416525
1068	1237	70	40	70	80	22.713390	-6.590081	3.741361
1069	538	55	70	70	0	43.682442	13.807899	9.696326
1070	1581	40	70	0	10	47.053620	28.483711	-21.758669
1071	1323	0	7	0	0	90.842352	5.165293	-2.538671
1072	845	10	10	40	20	73.189559	-1.621939	19.773944
1073	706	70	30	100	0	51.578163	-25.398708	36.040614
1074	493	0	70	70	0	59.930955	44.121096	36.441790
1075	1330	0	0	90	0	89.606924	-6.201006	82.643122
1076	528	40	55	70	0	54.012361	12.157485	21.046065
1077	976	20	0	20	40	63.648945	-7.214228	2.757232
1078	1115	70	100	20	60	18.583294	23.296741	-16.578077
1079	327	0	20	40	0	83.164342	8.950702	26.158231
1080	1286	100	100	100	100	9.882517	0.398097	2.968820
1081	1565	40	0	70	10	69.996003	-21.370538	33.917119
1082	1160	40	100	70	60	22.668616	30.190940	6.029132
1083	382	70	30	40	0	54.309129	-17.203401	-10.856372
1084	604	40	0	85	0	73.847926	-23.908830	51.364760
1085	934	70	0	100	20	53.301705	-36.784603	40.018294
1086	901	70	40	70	20	43.653732	-14.034918	7.359125
1087	1207	70	100	0	80	14.549062	19.007832	-15.048091
1088	32	30	40	0	0	66.341131	13.656367	-18.733698
1089	1208	100	0	0	80	24.114309	-17.779983	-23.685743
1090	1385	20	12	12	40	60.212351	-0.913540	-3.097816
1091	172	10	0	20	0	89.016784	-5.955121	9.700192
1092	322	100	70	30	0	31.948787	-11.306426	-34.852367
1093	1294	70	0	0	0	66.037893	-23.364950	-36.294145
1094	1158	40	40	70	60	36.432469	0.951841	14.899562
1095	14	10	40	0	0	72.520782	21.467398	-10.515639
1096	757	70	40	0	20	46.070332	-2.233723	-32.433771
1097	1362	0	0	0	10	88.318960	0.389459	-1.499681
1098	694	55	0	100	0	66.287002	-33.194122	56.106532
1099	1471	3	40	0	40	55.955963	17.958971	-6.112345
1100	831	70	100	20	20	25.690641	33.233184	-24.068807
1101	1191	100	0	100	60	29.717051	-42.384843	12.677652
1102	320	100	40	30	0	40.873766	-28.673706	-33.915416
1103	798	100	20	10	20	41.733695	-28.199290	-39.840747
1104	1491	0	10	0	10	83.734246	6.331959	-2.910096
1105	714	85	20	100	0	48.666880	-43.239129	28.994742
1106	947	0	20	0	40	63.482807	9.233598	-3.621424
1107	1305	3	0	0	0	93.062912	-0.685568	-3.060598
1108	1569	40	10	40	10	67.803567	-12.724467	7.268751
1109	1427	0	7	7	0	90.423127	4.215505	3.312424
1110	91	10	0	10	0	89.577073	-4.694136	1.826916
1111	860	40	70	40	20	43.299370	22.675054	-1.530711
1112	380	70	10	40	0	60.418239	-27.570604	-8.378288
1113	718	85	70	100	0	34.311354	-11.756033	13.001481
1114	62	70	85	0	0	35.638193	26.641128	-35.658704
1115	793	70	40	10	20	46.020242	-4.513000	-26.738855
1116	163	0	0	20	0	93.151663	-1.963114	15.083740
1117	198	30	100	20	0	39.004268	59.988291	-8.829030
1118	269	20	85	30	0	48.615642	48.864714	0.183856
1119	1052	20	20	100	40	54.871458	-3.046243	53.370369
1120	821	40	10	20	20	64.392607	-9.430432	-6.358017
1121	1430	0	7	0	7	86.679098	4.839507	-2.546832
1122	1072	0	20	0	60	50.928906	7.509150	-2.872072
1123	1434	0	7	7	7	86.277261	3.927925	2.991337
1124	496	10	0	70	0	86.373115	-10.106460	54.256581
1125	1138	70	40	40	60	30.607399	-6.074179	-8.357994
1126	447	40	55	55	0	54.550127	13.244387	10.810919
1127	482	100	40	55	0	39.542779	-37.164212	-17.891193
1128	1015	70	100	40	40	22.275536	26.099339	-14.198501
1129	802	0	0	20	20	81.500664	-1.890187	12.536704
1130	1166	100	0	70	60	30.492088	-38.132577	-1.879699
1131	751	40	40	0	20	55.280829	8.706276	-20.450025
1132	1399	100	85	85	100	10.235515	-0.580723	1.985837
1133	1244	0	0	100	80	38.676310	-3.995895	39.749912
1134	795	70	100	10	20	25.772505	34.815258	-27.473741
1135	513	20	100	70	0	41.507549	60.538385	19.426178
1136	857	40	10	40	20	63.581653	-11.887114	6.618872
1137	991	100	0	20	40	39.517513	-34.477989	-29.385213
1138	300	70	20	30	0	57.849263	-20.477901	-16.727239
1139	525	40	20	70	0	67.327202	-11.046331	30.873538
1140	557	85	85	70	0	30.174200	3.845196	-8.113159
1141	921	10	100	100	20	38.521307	55.940535	33.873771
1142	1472	0	0	3	40	70.318301	-0.184175	0.585944
1143	45	40	100	0	0	36.670443	56.899408	-22.053901
1144	1277	100	100	40	100	9.190861	4.280994	-2.422009
1145	752	40	70	0	20	44.062728	26.866397	-20.648396
1146	118	40	0	10	0	77.839252	-15.092233	-13.029415
1147	717	85	55	100	0	38.774526	-22.073287	17.867546
1148	593	20	85	85	0	47.897579	45.397437	32.545984
1149	501	10	55	70	0	63.145023	27.157047	35.658593
1150	1288	98	0	0	0	54.069168	-35.606087	-51.300531
1151	894	40	20	70	20	59.123267	-9.690275	26.710171
1152	1176	20	0	100	60	48.860164	-10.309136	48.337051
1153	1395	60	45	45	80	23.318998	-0.421267	-2.577765
1154	519	30	55	70	0	57.187451	17.429385	26.129111
1155	887	20	10	70	20	68.667243	-7.184265	38.747481
1156	1241	100	40	70	80	18.845768	-17.386404	-3.133142
1157	1014	70	70	40	40	30.440606	7.426234	-12.191096
1158	133	55	70	10	0	45.304755	21.257191	-24.398031
1159	346	20	30	40	0	71.956664	6.365833	14.040356
1160	1326	0	2	0	0	93.118373	2.151210	-1.822237
1161	1018	100	40	40	40	31.023288	-24.345961	-21.487858
1162	1570	40	10	70	10	66.407511	-15.697967	31.146120
1163	1350	0	0	0	90	30.632758	0.742273	0.407070
1164	1204	70	0	0	80	30.007231	-10.802874	-15.809704
1165	1271	0	100	40	100	12.310747	14.315194	5.577893
1166	1074	0	70	0	60	37.209727	29.194093	-4.617358
1167	1382	80	65	65	40	29.405366	-4.151990	-3.365606
1168	580	10	30	85	0	73.456951	8.157724	57.963027
1169	214	55	70	20	0	45.018857	19.876295	-19.438263
1170	898	70	0	70	20	54.793772	-33.637222	15.277111
1171	743	20	10	0	20	71.831676	-0.453306	-11.069704
1172	978	20	40	20	40	51.476927	11.178872	-1.703183
1173	856	40	0	40	20	66.975182	-17.088093	8.463852
1174	904	100	0	70	20	43.500720	-54.687527	-2.578351
1175	286	40	70	30	0	49.458326	26.865192	-7.208416
1176	463	70	30	55	0	53.566458	-19.922332	0.419153
1177	1520	10	10	70	10	76.767972	-3.606763	46.748788
1178	740	10	70	0	20	51.322463	37.894044	-10.165843
1179	512	20	85	70	0	48.048383	46.102533	23.033929
1180	980	20	100	20	40	31.036521	49.475872	-4.421459
1181	505	20	0	70	0	82.546579	-14.167390	48.383343
1182	775	10	40	10	20	63.272188	17.468328	-3.510666
1183	1396	40	27	27	80	29.542835	-0.266692	-2.242276
1184	669	20	20	100	0	73.308782	-3.066623	72.266020
1185	1490	0	0	70	10	84.575879	-5.445156	56.442998
1186	1182	40	20	100	60	40.204259	-8.161993	35.686907
1187	1103	20	40	20	60	41.206168	9.451099	-1.623866
1188	742	20	0	0	20	75.558934	-5.737032	-10.035887
1189	59	70	40	0	0	52.649926	-2.914041	-36.418025
1190	1080	20	100	0	60	24.844471	41.820464	-8.734035
1191	181	20	0	20	0	85.148159	-9.513289	4.695174
1192	614	55	10	85	0	63.858858	-26.175406	37.745901
1193	49	55	30	0	0	61.405381	-2.696888	-29.850914
1194	1180	20	100	100	60	25.381256	35.074421	19.696214
1195	801	100	100	10	20	19.973190	15.074334	-38.764791
1196	1475	0	3	3	40	69.180243	1.278852	0.203855
1197	1006	40	0	40	40	57.393178	-14.637837	7.094510
1198	161	100	85	10	0	27.983019	4.301571	-43.850899
1199	1386	10	6	6	40	65.008497	-0.334451	-2.380086
1200	308	85	10	30	0	54.976069	-33.572870	-24.019022
1201	634	85	30	85	0	46.736282	-35.669703	14.251752
1202	131	55	40	10	0	57.057033	1.213296	-23.640150
1203	1091	100	0	0	60	32.769935	-23.837754	-32.316670
1204	609	40	55	85	0	53.543975	11.211531	32.625622
1205	174	10	20	20	0	80.342552	6.318345	5.890552
1206	372	55	20	40	0	62.724606	-15.360424	-2.079892
1207	1397	20	12	12	80	35.653321	-0.209878	-1.522953
1208	221	70	40	20	0	51.727335	-7.435406	-24.446522
1209	1374	5	3	3	0	90.441032	-0.003957	-1.624833
1210	1130	20	100	40	60	25.226912	39.014065	1.755499
1211	1477	40	3	3	40	57.842972	-8.905667	-13.739613
1212	258	10	55	30	0	64.361486	29.680986	7.164039
1213	1379	40	27	27	20	58.836976	-1.932806	-4.099640
1214	1493	0	10	20	10	82.736906	4.061027	11.676004
1215	137	70	10	10	0	61.975993	-21.077482	-29.261978
1216	1393	100	85	85	80	14.065548	-5.173505	-1.758574
1217	578	10	10	85	0	81.410552	-4.250655	65.525811
1218	1155	20	100	70	60	25.309646	36.734259	11.159666
1219	651	0	20	100	0	80.669230	6.588057	84.947595
1220	1113	70	40	20	60	31.159403	-3.617352	-15.740331
1221	353	30	10	40	0	76.170220	-9.427054	13.306266
1222	1134	40	70	40	60	29.707817	16.674072	-1.414933
1223	1574	40	20	40	10	64.424536	-7.475530	5.567573
1224	1045	100	100	70	40	17.128965	1.147128	-13.047336
1225	1162	70	20	70	60	34.296283	-16.597090	7.507171
1226	290	55	10	30	0	66.547941	-19.091468	-8.181873
1227	861	40	100	40	20	32.105993	46.789741	-4.364292
1228	816	20	20	20	20	67.450400	2.066058	0.698318
1229	1263	40	0	0	100	15.450708	-1.956031	-1.669787
1230	594	20	100	85	0	41.540058	59.596786	27.375590
1231	96	10	55	10	0	64.987351	31.366004	-4.806878
1232	633	85	20	85	0	49.440505	-40.954156	16.397946
1233	1335	0	0	60	0	90.996294	-5.177457	51.111010
1234	185	20	40	20	0	68.463252	15.185705	-1.424296
1235	973	0	40	20	40	56.371403	17.132604	4.906414
1236	1340	0	0	20	0	93.151663	-1.963114	15.083740
1237	969	100	70	0	40	25.609072	-1.673590	-37.296402
1238	1149	0	70	70	60	36.532492	25.698768	21.579402
1239	410	0	40	55	0	73.564908	21.674139	33.635687
1240	951	20	0	0	40	64.677920	-4.916954	-8.613045
1241	1291	85	0	0	0	59.838559	-29.249047	-43.983922
1242	1448	40	0	0	3	76.928308	-12.683446	-20.482353
1243	29	30	10	0	0	78.408369	-3.775384	-16.958598
1244	1147	0	20	70	60	49.277980	3.248269	31.108755
1245	1525	10	20	70	10	73.038566	2.049868	43.560664
1246	1031	40	0	70	40	56.149025	-17.370695	27.296416
1247	470	85	10	55	0	53.538736	-40.261822	-5.200707
1248	481	100	30	55	0	42.209017	-42.801396	-16.709097
1249	732	0	20	0	20	74.430489	10.974982	-3.950921
1250	1112	70	20	20	60	35.249619	-10.762563	-14.813692
1251	1256	100	0	100	80	22.557915	-30.605993	9.759454
1252	1527	10	40	10	10	67.478494	18.823880	-3.562868
1253	1285	100	40	100	100	11.825197	-7.503288	4.091955
1254	1517	10	10	10	10	79.579059	1.403101	-0.074955
1255	847	10	40	40	20	62.240362	15.014342	14.058480
1256	800	100	70	10	20	29.151798	-4.671994	-38.937439
1257	266	20	40	30	0	68.092844	14.161494	5.015767
1258	1127	20	20	40	60	46.095081	0.050109	9.066562
1259	1424	3	3	3	3	89.392911	0.791308	-0.546733
1260	333	0	100	40	0	46.817485	72.815717	14.053338
1261	1447	3	40	40	0	73.179054	20.942531	20.001419
1262	388	85	0	40	0	57.381263	-41.424002	-15.780695
1263	1457	40	40	3	3	61.524698	8.906877	-20.227537
1264	504	10	100	70	0	44.081292	65.512405	23.953026
1265	1230	0	70	70	80	27.266221	18.982545	16.208103
1266	48	55	20	0	0	64.911046	-7.847113	-29.657793
1267	497	10	10	70	0	82.069297	-3.620216	50.307820
1268	46	55	0	0	0	72.078542	-18.357479	-28.916070
1269	1040	70	100	70	40	22.195135	22.692264	-3.053370
1270	1042	100	20	70	40	33.800259	-39.642946	-4.191125
1271	1110	40	100	20	60	22.439479	34.464127	-8.543696
1272	235	100	0	20	0	51.992944	-44.365352	-38.804468
1273	1049	0	70	100	40	44.496969	31.040063	44.326502
1274	1047	0	20	100	40	60.273361	3.576100	63.184816
1275	813	10	100	20	20	38.465193	61.374162	-0.699088
1276	1216	40	0	40	80	34.096027	-8.879783	4.595252
1277	854	20	70	40	20	48.031058	31.183179	5.880253
1278	205	40	70	20	0	49.699366	27.948509	-12.421544
1279	546	70	55	70	0	44.564715	-6.010437	6.048852
1280	833	100	10	20	20	43.513409	-35.450274	-34.365028
1281	330	0	55	40	0	67.177645	33.939278	18.557008
1282	984	40	70	20	40	36.919740	22.044587	-10.152427
1283	690	40	55	100	0	53.239296	10.560812	45.564710
1284	534	55	20	70	0	61.217388	-19.315241	21.845998
1285	1234	40	70	70	80	22.088299	10.759639	7.936230
1286	476	85	85	55	0	30.519994	6.451292	-15.824588
1287	1298	30	0	0	0	82.607011	-9.596686	-16.021462
1288	914	0	70	100	20	52.064946	37.119066	52.386600
1289	939	70	100	100	20	25.315613	23.556864	9.317234
1290	247	0	30	30	0	79.319682	16.009383	16.230493
1291	186	20	55	20	0	61.736004	26.118314	-3.033110
1292	464	70	40	55	0	50.340135	-13.914384	-1.387866
1293	1133	40	40	40	60	37.417540	2.832773	1.301190
1294	591	20	55	85	0	59.632874	21.633683	43.167608
1295	1124	0	70	40	60	36.870331	27.223648	9.276997
1296	949	0	70	0	40	46.093662	35.761316	-5.726872
1297	896	40	70	70	20	42.764132	20.198782	15.418500
1298	248	0	40	30	0	74.614150	23.184297	14.299267
1299	1046	0	0	100	40	66.367801	-5.747970	70.027265
1300	212	55	40	20	0	56.584718	-0.465103	-17.734150
1301	213	55	55	20	0	50.711375	9.482164	-18.831727
1302	797	100	10	10	20	44.016323	-32.178610	-39.836009
1303	1081	40	0	0	60	47.523722	-7.925483	-12.346317
1304	207	40	100	20	0	36.426233	54.776719	-13.542060
1305	997	0	20	40	40	62.168252	6.011828	18.597216
1306	1150	0	100	70	60	28.240848	43.264657	16.395147
1307	1245	0	40	100	80	32.169915	7.565644	32.081735
1308	1311	0	85	0	0	54.381363	61.021344	-6.011225
1309	912	0	20	100	20	70.626877	4.905922	74.277497
1310	650	0	10	100	0	84.718766	0.405648	89.513117
1311	678	30	20	100	0	69.824245	-7.654628	66.364227
1312	385	70	70	40	0	40.461914	8.760587	-15.081649
1313	895	40	40	70	20	52.774468	1.092769	22.194197
1314	731	0	10	0	20	78.384129	5.809959	-2.881918
1315	1378	60	45	45	20	45.937130	-3.038857	-4.343136
1316	453	55	20	55	0	61.962938	-17.628881	10.060558
1317	825	40	100	20	20	32.076287	48.720790	-12.097540
1318	1346	0	0	2	0	94.200063	0.134469	0.802348
1319	31	30	30	0	0	70.555284	7.327843	-18.237071
1320	1596	70	20	0	10	55.750075	-12.539933	-34.228113
1321	1482	0	3	40	40	67.626595	-1.715531	21.622056
1322	425	20	10	55	0	79.138961	-6.892134	31.633305
1323	1318	0	30	0	0	80.677123	18.907174	-5.128734
1324	1055	20	100	100	40	31.052159	43.872609	24.938976
1325	116	30	85	10	0	46.268729	46.128890	-13.369908
1326	533	55	10	70	0	64.494712	-24.798208	24.191927
1327	1264	40	40	0	100	13.796924	4.109256	-1.974578
1328	217	70	0	20	0	64.581776	-28.774651	-21.866186
1329	858	40	20	40	20	60.442968	-6.954387	5.034347
1330	1048	0	40	100	40	54.139861	13.678789	55.857010
1331	1502	0	40	10	10	70.673494	22.822825	0.741761
1332	1069	100	70	100	40	23.325966	-21.094036	4.086024
1333	692	40	85	100	0	41.925242	33.683846	31.806845
1334	442	40	0	55	0	75.483671	-21.377036	23.417217
1335	645	100	55	85	0	34.181967	-35.892363	-1.178549
1336	1001	20	0	40	40	62.770336	-9.009487	14.698162
1337	1221	70	40	40	80	22.477725	-3.785447	-6.231380
1338	1401	60	45	45	100	12.740863	0.403899	1.098288
1339	1576	40	40	0	10	58.954421	9.141964	-21.689466
1340	1444	0	3	40	0	90.604377	-1.742124	30.809674
1341	93	10	20	10	0	80.822441	7.472631	-1.244175
1342	176	10	40	20	0	71.589322	19.372254	2.902026
1343	168	0	55	20	0	67.820701	35.263396	5.723797
1344	987	70	20	20	40	43.930717	-13.646281	-17.827933
1345	1226	100	70	40	80	15.777602	-4.850207	-12.436739
1346	97	10	70	10	0	58.176697	42.758712	-5.235006
1347	1217	40	40	40	80	27.486047	2.607397	1.295687
1348	919	10	40	100	20	60.365288	12.270293	60.484696
1349	1389	60	45	45	60	31.720561	-1.537334	-3.447119
1350	1218	40	70	40	80	22.734781	12.451141	0.025508
1351	155	100	10	10	0	49.914844	-35.799253	-45.131762
1352	962	70	20	0	40	45.199382	-10.082599	-27.319087
1353	110	30	10	10	0	77.748479	-5.501244	-9.154758
1354	1023	0	40	70	40	55.026975	14.277987	33.688168
1355	1129	20	70	40	60	33.405132	21.620121	4.154808
1356	592	20	70	85	0	53.718075	33.065822	37.949895
1357	1279	0	40	100	100	16.027984	3.824673	12.006724
1358	104	20	40	10	0	68.879368	16.293324	-7.816436
1359	846	10	20	40	20	69.624833	3.604317	17.750903
1360	80	100	85	0	0	28.332571	7.210080	-48.167849
1361	436	30	30	55	0	67.906723	0.755531	21.527658
1362	704	70	10	100	0	57.325714	-36.212466	42.513274
1363	925	20	40	100	20	57.584408	8.217202	55.649919
1364	561	100	20	70	0	44.177469	-52.288227	-5.011807
1365	324	100	100	30	0	21.794388	11.659561	-36.319930
1366	347	20	40	40	0	67.670269	13.218544	12.027724
1367	1213	0	40	40	80	32.984526	9.690830	9.764292
1368	1481	3	0	40	40	67.729112	-4.160763	21.019391
1369	943	100	40	100	20	33.541845	-42.704559	10.916677
1370	1443	3	0	40	0	90.789336	-5.146129	30.012184
1371	292	55	30	30	0	59.850482	-8.267624	-10.531542
1372	1394	80	65	65	80	18.140122	-1.597842	-1.873371
1373	1339	0	0	25	0	92.886463	-2.463673	19.055846
1374	1089	70	70	0	60	24.906598	11.495982	-22.955127
1375	314	85	85	30	0	31.088711	11.548616	-28.330794
1376	1007	40	20	40	40	51.715060	-5.871002	4.081516
1377	249	0	55	30	0	67.483889	34.603305	11.895978
1378	231	85	55	20	0	41.558023	-6.679175	-32.095806
1379	234	85	100	20	0	25.207975	27.328795	-33.348594
1380	827	70	10	20	20	54.123314	-20.565572	-19.853475
1381	1459	3	0	40	3	88.874488	-5.070150	29.208046
1382	193	30	30	20	0	69.544690	4.499460	-4.493751
1383	268	20	70	30	0	55.105883	36.421085	1.374141
1384	689	40	40	100	0	58.907698	-0.203643	51.971933
1385	779	20	10	10	20	71.347141	-1.829699	-4.305336
1386	419	10	40	55	0	70.208044	16.566333	28.495782
1387	552	85	20	70	0	50.052564	-38.353776	4.489214
1388	367	40	70	40	0	49.181055	25.817892	-1.491359
1389	200	40	10	20	0	73.297722	-10.906251	-7.004620
1390	1120	100	100	20	60	14.746997	9.015708	-24.132512
1391	646	100	70	85	0	30.045335	-25.667265	-4.355907
1392	1478	0	40	3	40	56.679344	18.539998	-3.223202
1393	106	20	70	10	0	55.440031	38.310096	-9.315106
1394	1220	70	0	40	80	29.303925	-15.155667	-2.990843
1395	927	20	100	100	20	36.230019	51.510190	29.832468
1396	1116	100	0	20	60	32.085658	-28.328439	-24.108848
1397	551	85	10	70	0	52.695530	-43.453161	6.252560
1398	487	0	0	70	0	90.540254	-5.587826	60.570030
1399	558	85	100	70	0	24.606323	18.092967	-11.232200
1400	1436	40	3	0	0	77.384243	-11.138752	-21.152669
