ISO28178										
ORIGINATOR	"WAN-IFRA. www.wan-ifra.org"									
DESCRIPTOR	"Ifra26L"									
CREATED	"30.06.2004"									
INSTRUMENTATION	"GRETAGMACBETH SpectroScan. D50. 2 degree. geometry 45/0. no polarisation filter. white backing"
PRINT_CONDITIONS	"Newspaper Coldset-Offset printing according to ISO/DIS 12647-3:2004. standard newsprint. screen ruling 40 l/cm ± 2 l/cm"
NUMBER_OF_FIELDS	11									
BEGIN_DATA_FORMAT										
SAMPLE_ID	CMYK_C	CMYK_M	CMYK_Y	CMYK_K	XYZ_X	XYZ_Y	XYZ_Z	LAB_L	LAB_A	LAB_B
END_DATA_FORMAT										
NUMBER_OF_SETS	1485									
BEGIN_DATA										
1088	70	40	0	60	9.69	10.02	10.3	37.88	0.26	-7.06
1089	70	70	0	60	9.2	9	9.32	35.99	4.43	-7.04
1090	70	100	0	60	8.95	8.5	8.78	35.01	6.55	-6.83
1091	100	0	0	60	9.49	11.15	11.84	39.84	-9.83	-8.45
1092	100	20	0	60	9.13	10.21	11.06	38.22	-5.77	-8.88
1093	100	40	0	60	8.84	9.44	10.36	36.83	-2.27	-9.08
1094	100	70	0	60	8.47	8.59	9.43	35.18	1.64	-8.81
1095	100	100	0	60	8.26	8.16	8.91	34.31	3.57	-8.53
1096	0	0	20	60	17.69	18.22	11.07	49.76	0.66	10.98
1097	0	20	20	60	16.1	15.59	9.91	46.43	6.26	8.94
1098	0	40	20	60	14.88	13.58	8.94	43.62	11.19	7.44
1099	0	70	20	60	13.65	11.61	7.89	40.59	16.67	6.09
1100	0	100	20	60	13.03	10.62	7.29	38.94	19.79	5.66
1101	20	0	20	60	14.81	15.87	10.84	46.81	-2.95	6.61
1102	20	20	20	60	13.6	13.72	9.75	43.83	2.37	5.02
1103	20	40	20	60	12.68	12.1	8.89	41.37	6.95	3.74
1104	20	70	20	60	11.84	10.59	8.03	38.87	11.97	2.6
1105	20	100	20	60	11.44	9.85	7.55	37.57	14.76	2.25
1106	40	0	20	60	12.6	14.03	10.63	44.28	-6.09	2.92
1107	40	20	20	60	11.71	12.3	9.67	41.69	-1.04	1.6
1108	40	40	20	60	11.04	11	8.93	39.58	3.18	0.52
1109	40	70	20	60	10.42	9.78	8.18	37.44	7.84	-0.43
1110	40	100	20	60	10.14	9.19	7.75	36.34	10.37	-0.69
1111	70	0	20	60	10.52	12.28	10.46	41.65	-9.59	-1.07
1112	70	20	20	60	9.96	11.01	9.7	39.59	-5.01	-2.15
1113	70	40	20	60	9.51	10.01	9.09	37.85	-1.14	-3.03
1114	70	70	20	60	9.05	9	8.38	35.99	3.12	-3.68
1115	70	100	20	60	8.82	8.51	7.99	35.02	5.36	-3.89
1116	100	0	20	60	9.33	11.23	10.3	39.97	-11.75	-3.46
1117	100	20	20	60	8.98	10.27	9.71	38.31	-7.51	-4.37
1118	100	40	20	60	8.66	9.45	9.17	36.83	-3.83	-5.09
1119	100	70	20	60	8.3	8.59	8.5	35.18	0.17	-5.51
1120	100	100	20	60	8.1	8.15	8.12	34.29	2.22	-5.65
1121	0	0	40	60	17.31	17.93	9.27	49.41	0.12	16.27
1122	0	20	40	60	15.86	15.43	8.49	46.22	5.75	13.55
1123	0	40	40	60	14.73	13.51	7.83	43.52	10.74	11.41
1124	0	70	40	60	13.65	11.66	7.14	40.66	16.37	9.25
1125	0	100	40	60	13.15	10.75	6.76	39.16	19.58	8.26
1126	20	0	40	60	14.46	15.66	9.16	46.52	-3.82	11.66
1127	20	20	40	60	13.4	13.64	8.44	43.71	1.6	9.41
1128	20	40	40	60	12.57	12.1	7.87	41.38	6.22	7.56
1129	20	70	40	60	11.8	10.64	7.28	38.96	11.37	5.7
1130	20	100	40	60	11.44	9.92	6.95	37.71	14.22	4.92
1131	40	0	40	60	12.3	13.9	9.09	44.08	-7.25	7.72
1132	40	20	40	60	11.52	12.25	8.45	41.61	-2.09	5.76
1133	40	40	40	60	10.92	11.02	7.96	39.62	2.2	4.16
1134	40	70	40	60	10.36	9.82	7.44	37.52	7	2.59
1135	40	100	40	60	10.08	9.23	7.13	36.42	9.59	1.95
1136	70	0	40	60	10.32	12.27	9.1	41.64	-11.09	3.47
1137	70	20	40	60	9.79	11.01	8.57	39.59	-6.32	1.83
1138	70	40	40	60	9.36	10.01	8.13	37.87	-2.36	0.49
1139	70	70	40	60	8.95	9.03	7.64	36.05	2.03	-0.76
1140	70	100	40	60	8.73	8.54	7.36	35.08	4.38	-1.32
1141	100	0	40	60	9.2	11.33	9.1	40.13	-13.44	0.86
1142	100	20	40	60	8.83	10.29	8.63	38.37	-8.98	-0.52
1143	100	40	40	60	8.52	9.47	8.24	36.88	-5.22	-1.63
1144	100	70	40	60	8.18	8.61	7.76	35.22	-1.06	-2.64
1145	100	100	40	60	8	8.17	7.49	34.34	1.1	-3.12
1146	0	0	70	60	16.75	17.44	7.43	48.81	-0.36	22.07
1147	0	20	70	60	15.58	15.23	7.09	45.94	5.32	18.53
1148	0	40	70	60	14.63	13.47	6.75	43.46	10.37	15.69
1149	0	70	70	60	13.61	11.66	6.35	40.67	16.04	12.63
1150	0	100	70	60	13.13	10.78	6.13	39.21	19.22	11.09
1151	20	0	70	60	14.12	15.42	7.54	46.21	-4.59	17.17
1152	20	20	70	60	13.23	13.58	7.18	43.63	0.9	14.16
1153	20	40	70	60	12.51	12.13	6.87	41.43	5.62	11.67
1154	20	70	70	60	11.77	10.67	6.52	39.03	10.85	9.04
1155	20	100	70	60	11.42	9.97	6.32	37.78	13.72	7.8
1156	40	0	70	60	12.11	13.83	7.63	43.99	-8.2	12.97
1157	40	20	70	60	11.42	12.28	7.29	41.66	-3.02	10.32
1158	40	40	70	60	10.87	11.08	7.01	39.72	1.39	8.12
1159	40	70	70	60	10.33	9.88	6.69	37.63	6.3	5.89
1160	40	100	70	60	10.05	9.28	6.49	36.51	8.94	4.83
1161	70	0	70	60	10.15	12.26	7.75	41.63	-12.29	8.45
1162	70	20	70	60	9.68	11.04	7.45	39.64	-7.49	6.19
1163	70	40	70	60	9.29	10.07	7.2	37.97	-3.41	4.33
1164	70	70	70	60	8.88	9.08	6.88	36.14	1.09	2.5
1165	70	100	70	60	8.67	8.58	6.7	35.16	3.47	1.6
1166	100	0	70	60	9.06	11.35	7.81	40.17	-14.8	5.69
1167	100	20	70	60	8.71	10.33	7.53	38.44	-10.25	3.81
1168	100	40	70	60	8.42	9.51	7.3	36.94	-6.39	2.17
1169	100	70	70	60	8.09	8.64	6.99	35.29	-2.15	0.58
1170	100	100	70	60	7.92	8.2	6.82	34.4	0.07	-0.22
1171	0	0	100	60	16.4	17.1	6.48	48.39	-0.49	25.36
1172	0	20	100	60	15.41	15.08	6.36	45.74	5.23	21.31
1173	0	40	100	60	14.59	13.45	6.21	43.43	10.25	18.04
1174	0	70	100	60	13.58	11.66	5.95	40.66	15.88	14.45
1175	0	100	100	60	13.11	10.79	5.79	39.22	19.09	12.68
1176	20	0	100	60	13.95	15.31	6.72	46.05	-4.97	20.29
1177	20	20	100	60	13.18	13.57	6.55	43.61	0.62	16.83
1178	20	40	100	60	12.51	12.17	6.38	41.48	5.36	13.91
1179	20	70	100	60	11.77	10.71	6.13	39.08	10.63	10.87
1180	20	100	100	60	11.41	9.99	5.99	37.82	13.51	9.37
1181	40	0	100	60	12.02	13.81	6.9	43.96	-8.65	15.91
1182	40	20	100	60	11.4	12.32	6.71	41.73	-3.42	12.88
1183	40	40	100	60	10.89	11.14	6.53	39.82	1.05	10.36
1184	40	70	100	60	10.34	9.93	6.3	37.72	5.99	7.75
1185	40	100	100	60	10.04	9.31	6.17	36.58	8.62	6.42
1186	70	0	100	60	10.08	12.26	7.08	41.62	-12.82	11.14
1187	70	20	100	60	9.64	11.07	6.89	39.7	-7.98	8.62
1188	70	40	100	60	9.27	10.11	6.71	38.04	-3.84	6.49
1189	70	70	100	60	8.88	9.13	6.5	36.22	0.67	4.32
1190	70	100	100	60	8.65	8.61	6.37	35.21	3.05	3.14
1191	100	0	100	60	9.01	11.37	7.16	40.2	-15.39	8.33
1192	100	20	100	60	8.67	10.36	6.98	38.47	-10.77	6.12
1193	100	40	100	60	8.4	9.54	6.81	37.01	-6.85	4.31
1194	100	70	100	60	8.07	8.67	6.6	35.34	-2.58	2.34
1195	100	100	100	60	7.88	8.21	6.48	34.42	-0.36	1.28
1196	0	0	0	80	12.63	12.88	9.22	42.58	1.46	4.64
1197	0	40	0	80	11.57	10.73	7.95	39.12	9.03	3.35
1198	0	70	0	80	10.94	9.59	7.14	37.1	13.19	3.08
1199	0	100	0	80	10.61	8.98	6.65	35.95	15.68	3.17
1200	40	0	0	80	10.18	10.98	9.4	39.55	-3.07	-1.2
1201	40	40	0	80	9.48	9.38	8.25	36.7	3.58	-1.97
1202	40	70	0	80	9.14	8.62	7.66	35.24	7.1	-2.21
1203	40	100	0	80	8.98	8.23	7.31	34.45	9.15	-2.19
1204	70	0	0	80	8.92	9.95	9.35	37.75	-5.56	-4.11
1205	70	40	0	80	8.53	8.77	8.44	35.54	0.65	-4.68
1206	70	70	0	80	8.24	8.11	7.9	34.22	3.79	-4.93
1207	70	100	0	80	8.09	7.77	7.59	33.5	5.51	-4.97
1208	100	0	0	80	8.18	9.34	9.3	36.63	-7.15	-5.88
1209	100	40	0	80	7.95	8.38	8.57	34.77	-1.24	-6.5
1210	100	70	0	80	7.75	7.85	8.07	33.67	1.7	-6.52
1211	100	100	0	80	7.6	7.54	7.77	33	3.23	-6.51
1212	0	0	40	80	12.78	13.15	7.38	42.99	0.64	12.27
1213	0	40	40	80	11.77	10.96	6.66	39.52	8.73	9.27
1214	0	70	40	80	11.32	9.95	6.3	37.75	13.17	7.84
1215	0	100	40	80	11.12	9.43	6.1	36.8	15.78	7.09
1216	40	0	40	80	10.14	11.22	7.59	39.95	-5.15	6.18
1217	40	40	40	80	9.44	9.53	6.94	36.99	2.03	3.72
1218	40	70	40	80	9.16	8.78	6.64	35.56	5.89	2.55
1219	40	100	40	80	9.03	8.41	6.47	34.81	8.07	1.99
1220	70	0	40	80	8.97	10.35	7.73	38.46	-8.16	3.06
1221	70	40	40	80	8.47	8.96	7.19	35.9	-1.47	0.81
1222	70	70	40	80	8.22	8.29	6.87	34.58	2	-0.15
1223	70	100	40	80	8.1	7.95	6.71	33.87	3.99	-0.67
1224	100	0	40	80	8.32	9.86	7.87	37.59	-10.02	1.02
1225	100	40	40	80	7.95	8.67	7.36	35.34	-3.66	-0.86
1226	100	70	40	80	7.72	8.05	7.04	34.08	-0.37	-1.7
1227	100	100	40	80	7.55	7.68	6.84	33.31	1.37	-2.21
1228	0	0	70	80	12.79	13.26	6.43	43.15	0.07	16.56
1229	0	40	70	80	11.91	11.13	6.06	39.8	8.48	12.44
1230	0	70	70	80	11.46	10.08	5.83	37.99	13.12	10.41
1231	0	100	70	80	11.26	9.55	5.71	37.02	15.88	9.31
1232	40	0	70	80	10.22	11.45	6.77	40.32	-6.18	10.18
1233	40	40	70	80	9.54	9.73	6.36	37.36	1.29	6.86
1234	40	70	70	80	9.23	8.93	6.16	35.85	5.22	5.16
1235	40	100	70	80	9.06	8.51	6.04	35.02	7.42	4.28
1236	70	0	70	80	8.98	10.53	6.92	38.78	-9.51	6.89
1237	70	40	70	80	8.49	9.11	6.58	36.19	-2.48	3.87
1238	70	70	70	80	8.19	8.37	6.34	34.74	1.1	2.43
1239	70	100	70	80	8.01	7.95	6.2	33.89	3.1	1.6
1240	100	0	70	80	8.3	10.03	7.04	37.89	-11.52	4.85
1241	100	40	70	80	7.94	8.79	6.74	35.58	-4.79	2.16
1242	100	70	70	80	7.62	8.07	6.46	34.12	-1.45	0.84
1243	100	100	70	80	7.42	7.65	6.3	33.25	0.4	0.05
1244	0	0	100	80	12.83	13.34	5.91	43.27	-0.2	19.13
1245	0	40	100	80	12	11.24	5.74	39.98	8.35	14.23
1246	0	70	100	80	11.55	10.16	5.57	38.13	13.14	11.89
1247	0	100	100	80	11.29	9.59	5.47	37.09	15.82	10.58
1248	40	0	100	80	10.24	11.56	6.32	40.5	-6.79	12.45
1249	40	40	100	80	9.65	9.89	6.06	37.64	0.92	8.73
1250	40	70	100	80	9.28	9.03	5.9	36.04	4.85	6.69
1251	40	100	100	80	9.07	8.56	5.81	35.12	7.07	5.56
1252	70	0	100	80	8.98	10.64	6.49	38.96	-10.29	9.06
1253	70	40	100	80	8.55	9.22	6.26	36.41	-2.96	5.67
1254	70	70	100	80	8.19	8.42	6.06	34.84	0.64	3.9
1255	70	100	100	80	7.94	7.94	5.93	33.85	2.64	2.8
1256	100	0	100	80	8.27	10.1	6.59	38.03	-12.38	7.02
1257	100	40	100	80	7.96	8.88	6.39	35.75	-5.37	3.95
1258	100	70	100	80	7.57	8.07	6.15	34.13	-1.93	2.25
1259	100	100	100	80	7.3	7.58	5.99	33.09	-0.06	1.2
1260	0	0	0	100	9.25	9.41	6.67	36.76	1.48	4.46
1261	0	40	0	100	9.09	8.59	6.36	35.18	6.96	3.13
1262	0	100	0	100	9.13	7.98	5.85	33.95	12.58	3.36
1263	40	0	0	100	8.39	8.86	7.26	35.71	-1.31	0.19
1264	40	40	0	100	8.14	8.06	6.85	34.11	3.33	-0.85
1265	40	100	0	100	8.17	7.62	6.48	33.17	7.68	-0.88
1266	100	0	0	100	7.25	8.09	7.71	34.17	-5.24	-4.26
1267	100	40	0	100	7.25	7.58	7.38	33.1	-0.57	-4.8
1268	100	100	0	100	7.05	7.01	6.94	31.82	2.98	-5.19
1269	0	0	40	100	9.73	10.01	6	37.87	0.63	9.38
1270	0	40	40	100	9.55	9.08	5.86	36.14	6.56	7.08
1271	0	100	40	100	9.49	8.41	5.52	34.82	11.84	6.44
1272	40	0	40	100	8.54	9.27	6.45	36.5	-3.4	5.01
1273	40	40	40	100	8.41	8.5	6.33	35	1.88	2.96
1274	40	100	40	100	8.29	7.87	5.98	33.7	6.47	2.29
1275	100	0	40	100	7.57	8.69	6.88	35.38	-7.37	1.22
1276	100	40	40	100	7.34	7.91	6.67	33.8	-2.76	-0.61
1277	100	100	40	100	7.07	7.23	6.23	32.33	0.93	-1.21
1278	0	0	100	100	10.76	11.15	5.57	39.84	0.05	14.81
1279	0	40	100	100	10.21	9.75	5.55	37.39	6.4	10.7
1280	0	100	100	100	10.18	8.81	5.26	35.61	13.91	9.09
1281	40	0	100	100	9.14	10.09	6.02	38	-4.73	9.5
1282	40	40	100	100	8.83	9.03	5.89	36.04	1.01	6.77
1283	40	100	100	100	8.56	8.09	5.61	34.18	6.77	4.86
1284	100	0	100	100	7.72	9.2	6.19	36.36	-10.2	5.94
1285	100	40	100	100	7.47	8.23	6.1	34.46	-4.34	3.08
1286	100	100	100	100	6.8	7.04	5.68	31.89	0.16	0.6
1287	100	0	0	0	20.79	27.15	39.6	59.11	-23.94	-27.1
1288	98	0	0	0	21.07	27.43	39.73	59.37	-23.73	-26.81
1289	95	0	0	0	21.48	27.85	39.9	59.76	-23.43	-26.38
1290	90	0	0	0	22.21	28.6	40.22	60.43	-22.9	-25.64
1291	85	0	0	0	23.02	29.41	40.56	61.14	-22.33	-24.85
1292	80	0	0	0	23.89	30.28	40.92	61.9	-21.73	-24.01
1293	75	0	0	0	24.92	31.3	41.29	62.76	-20.99	-23.01
1294	70	0	0	0	26.04	32.39	41.69	63.67	-20.2	-21.95
1295	60	0	0	0	28.83	35.08	42.61	65.81	-18.3	-19.42
1296	50	0	0	0	32.33	38.38	43.66	68.3	-16.02	-16.44
1297	40	0	0	0	36.47	42.2	44.78	71.01	-13.43	-13.13
1298	30	0	0	0	41.75	46.95	46.02	74.16	-10.35	-9.2
1299	25	0	0	0	44.83	49.67	46.68	75.87	-8.65	-7.03
1300	20	0	0	0	48.14	52.57	47.35	77.62	-6.88	-4.8
1301	15	0	0	0	51.77	55.71	48	79.45	-5.02	-2.41
1302	10	0	0	0	55.71	59.07	48.67	81.33	-3.09	0.06
1303	7	0	0	0	58.18	61.17	49.08	82.47	-1.92	1.56
1304	5	0	0	0	59.93	62.64	49.35	83.25	-1.11	2.6
1305	3	0	0	0	61.69	64.12	49.63	84.03	-0.31	3.63
1306	2	0	0	0	62.59	64.87	49.76	84.42	0.09	4.14
1307	0	100	0	0	34.74	23.42	19	55.5	47.62	0.68
1308	0	98	0	0	34.92	23.64	19.22	55.73	47.22	0.6
1309	0	95	0	0	35.18	23.98	19.55	56.07	46.62	0.49
1310	0	90	0	0	35.62	24.57	20.12	56.65	45.61	0.3
1311	0	85	0	0	36.11	25.21	20.75	57.28	44.52	0.09
1312	0	80	0	0	36.62	25.91	21.44	57.95	43.36	-0.13
1313	0	75	0	0	37.31	26.81	22.25	58.8	41.93	-0.25
1314	0	70	0	0	38.07	27.82	23.12	59.73	40.4	-0.32
1315	0	60	0	0	40.01	30.43	25.31	62.02	36.65	-0.38
1316	0	50	0	0	42.5	33.83	28.04	64.83	32.12	-0.22
1317	0	40	0	0	45.49	38.03	31.26	68.05	26.97	0.18
1318	0	30	0	0	49.16	43.32	35.09	71.77	21.14	0.91
1319	0	25	0	0	51.2	46.29	37.18	73.74	18.08	1.38
1320	0	20	0	0	53.37	49.54	39.4	75.79	14.91	1.92
1321	0	15	0	0	55.87	53.28	41.87	78.04	11.49	2.61
1322	0	10	0	0	58.58	57.39	44.51	80.4	7.96	3.39
1323	0	7	0	0	60.27	59.99	46.14	81.83	5.82	3.89
1324	0	5	0	0	61.44	61.79	47.25	82.8	4.4	4.25
1325	0	3	0	0	62.57	63.53	48.3	83.72	3.05	4.61
1326	0	2	0	0	63.18	64.47	48.88	84.21	2.34	4.8
1327	0	0	100	0	54.74	57.34	11.8	80.37	-1.38	61.56
1328	0	0	98	0	54.79	57.41	12	80.41	-1.41	61.04
1329	0	0	95	0	54.87	57.51	12.3	80.46	-1.45	60.26
1330	0	0	90	0	55.01	57.68	12.83	80.56	-1.52	58.92
1331	0	0	85	0	55.16	57.87	13.42	80.67	-1.6	57.5
1332	0	0	80	0	55.32	58.07	14.05	80.78	-1.67	55.99
1333	0	0	75	0	55.54	58.31	14.85	80.91	-1.71	54.15
1334	0	0	70	0	55.77	58.57	15.74	81.05	-1.74	52.19
1335	0	0	60	0	56.35	59.18	18.02	81.39	-1.74	47.46
1336	0	0	50	0	57.1	59.91	20.98	81.79	-1.62	41.89
1337	0	0	40	0	58.04	60.79	24.67	82.27	-1.38	35.68
1338	0	0	30	0	59.23	61.88	29.36	82.85	-1.03	28.69
1339	0	0	25	0	59.92	62.49	32.05	83.17	-0.79	25.04
1340	0	0	20	0	60.66	63.14	34.99	83.52	-0.53	21.31
1341	0	0	15	0	61.52	63.91	38.33	83.92	-0.25	17.37
1342	0	0	10	0	62.46	64.75	42.02	84.35	0.08	13.3
1343	0	0	7	0	63.04	65.25	44.34	84.61	0.28	10.85
1344	0	0	5	0	63.44	65.58	45.94	84.78	0.46	9.22
1345	0	0	3	0	63.81	65.89	47.48	84.94	0.62	7.67
1346	0	0	2	0	64.01	66.06	48.32	85.03	0.72	6.84
1347	0	0	0	100	9.25	9.41	6.67	36.76	1.48	4.46
1348	0	0	0	98	9.55	9.71	6.9	37.32	1.47	4.48
1349	0	0	0	95	10.01	10.18	7.24	38.17	1.47	4.51
1350	0	0	0	90	10.81	11.01	7.84	39.59	1.47	4.56
1351	0	0	0	85	11.68	11.9	8.5	41.06	1.47	4.61
1352	0	0	0	80	12.63	12.88	9.22	42.58	1.46	4.64
1353	0	0	0	75	13.81	14.08	10.12	44.35	1.44	4.67
1354	0	0	0	70	15.09	15.41	11.11	46.18	1.42	4.69
1355	0	0	0	60	18.1	18.5	13.44	50.1	1.36	4.73
1356	0	0	0	50	22.46	23.01	16.87	55.08	1.28	4.73
1357	0	0	0	40	27.85	28.57	21.13	60.4	1.2	4.72
1358	0	0	0	30	34.63	35.58	26.49	66.2	1.11	4.77
1359	0	0	0	25	38.49	39.57	29.55	69.16	1.07	4.79
1360	0	0	0	20	42.71	43.94	32.89	72.19	1.03	4.84
1361	0	0	0	15	47.49	48.88	36.67	75.38	1	4.91
1362	0	0	0	10	52.71	54.28	40.79	78.62	0.97	4.99
1363	0	0	0	7	56.03	57.72	43.41	80.58	0.95	5.05
1364	0	0	0	5	58.34	60.11	45.24	81.9	0.93	5.08
1365	0	0	0	3	60.72	62.57	47.12	83.22	0.92	5.12
1366	0	0	0	2	61.94	63.83	48.08	83.88	0.91	5.14
1367	0	0	0	0	64.42	66.4	50.04	85.2	0.9	5.18
1368	100	85	85	0	11.49	12.17	10.07	41.48	-1.72	-0.11
1369	80	65	65	0	13.85	14.5	11.72	44.94	-0.79	0.71
1370	60	45	45	0	18.45	19.27	15.39	51	-0.67	1.24
1371	40	27	27	0	26.95	28.11	22.36	59.99	-0.63	1.59
1372	20	12	12	0	41.66	43.23	33.8	71.71	-0.09	2.69
1373	10	6	6	0	51.84	53.58	41.07	78.21	0.48	3.93
1374	5	3	3	0	57.77	59.6	45.29	81.62	0.74	4.55
1375	40	27	27	10	23.2	24.17	19.08	56.26	-0.47	1.81
1376	20	12	12	10	34.89	36.18	28.1	66.66	0.04	2.84
1377	10	6	6	10	42.98	44.37	33.82	72.48	0.59	3.96
1378	60	45	45	20	14.42	15.08	11.89	45.74	-0.72	1.59
1379	40	27	27	20	19.74	20.56	16.09	52.47	-0.42	2.05
1380	20	12	12	20	28.85	29.9	23.03	61.57	0.08	3.03
1381	10	6	6	20	35.12	36.23	27.43	66.7	0.61	4.02
1382	80	65	65	40	9.71	10.19	8.07	38.19	-0.94	1.25
1383	60	45	45	40	11.5	12.03	9.38	41.26	-0.7	1.84
1384	40	27	27	40	14.63	15.21	11.7	45.92	-0.22	2.45
1385	20	12	12	40	19.98	20.64	15.6	52.56	0.37	3.41
1386	10	6	6	40	23.56	24.25	18.09	56.34	0.77	4.11
1387	100	85	85	60	7.97	8.39	6.68	34.79	-1.14	1.02
1388	80	65	65	60	8.61	9	7.06	35.99	-0.62	1.49
1389	60	45	45	60	9.68	10.08	7.78	37.99	-0.36	2.03
1390	40	27	27	60	11.38	11.78	8.95	40.86	0.14	2.63
1391	20	12	12	60	14.21	14.62	10.9	45.12	0.69	3.49
1392	10	6	6	60	16.03	16.45	12.09	47.55	1.01	4.13
1393	100	85	85	80	7.45	7.8	6.19	33.56	-0.69	1.11
1394	80	65	65	80	8.02	8.34	6.5	34.68	-0.21	1.61
1395	60	45	45	80	8.68	8.99	6.92	35.97	0.11	2.03
1396	40	27	27	80	9.59	9.88	7.51	37.63	0.5	2.48
1397	20	12	12	80	10.96	11.23	8.34	39.97	0.99	3.31
1398	10	6	6	80	11.79	12.05	8.78	41.29	1.25	3.98
1399	100	85	85	100	7.06	7.37	5.85	32.63	-0.47	1.05
1400	80	65	65	100	7.62	7.9	6.11	33.77	0.08	1.8
1401	60	45	45	100	8.01	8.26	6.39	34.53	0.39	1.84
1402	40	27	27	100	8.39	8.61	6.6	35.23	0.76	2.14
1403	20	12	12	100	8.81	8.99	6.67	35.96	1.22	3.09
1404	10	6	6	100	9.03	9.2	6.68	36.37	1.33	3.75
1405	100	0	0	70	8.78	10.16	10.43	38.14	-8.4	-7.03
1406	0	100	0	70	11.63	9.65	7.22	37.2	17.71	2.92
1407	0	0	100	70	14.39	14.99	6.16	45.61	-0.35	22
1408	100	100	0	70	7.92	7.83	8.29	33.63	3.37	-7.42
1409	100	0	100	70	8.61	10.69	6.85	39.05	-13.76	7.65
1410	0	100	100	70	12.09	10.12	5.61	38.06	17.25	11.55
1411	40	40	0	70	10.25	10.11	9.11	38.05	3.91	-2.77
1412	40	0	40	70	11.12	12.44	8.27	41.9	-6.21	6.94
1413	0	40	40	70	13.1	12.1	7.17	41.38	9.75	10.32
1414	3	3	0	0	60.02	61.47	47.87	82.63	1.8	3.22
1415	3	0	3	0	61.09	63.62	47.08	83.77	-0.59	6.12
1416	0	3	3	0	62.03	63.1	45.96	83.5	2.77	6.98
1417	3	3	3	0	59.49	61.03	45.55	82.4	1.55	5.57
1418	3	0	0	3	58.36	60.62	46.82	82.17	-0.22	3.68
1419	0	3	0	3	59.12	60.08	45.66	81.88	2.87	4.55
1420	3	3	0	3	56.87	58.25	45.26	80.88	1.76	3.3
1421	0	0	3	3	60.27	62.2	44.91	83.02	0.7	7.42
1422	3	0	3	3	57.84	60.18	44.56	81.94	-0.44	5.97
1423	0	3	3	3	58.69	59.73	43.56	81.69	2.66	6.77
1424	3	3	3	3	56.38	57.84	43.16	80.65	1.52	5.48
1425	7	7	0	0	54.6	55.45	45.19	79.3	2.88	0.67
1426	7	0	7	0	56.87	60.07	43.46	81.88	-2.56	7.22
1427	0	7	7	0	59.09	59.06	41.08	81.33	5.18	9.28
1428	7	7	7	0	53.48	54.54	40.21	78.77	2.31	6
1429	7	0	0	7	50.95	53.5	42.76	78.17	-1.68	1.71
1430	0	7	0	7	52.67	52.5	40.34	77.58	5.37	3.78
1431	7	7	0	7	47.95	48.69	39.49	75.26	2.77	0.9
1432	0	0	7	7	55.07	56.92	38.76	80.14	0.46	10.26
1433	7	0	7	7	49.88	52.58	38.03	77.63	-2.18	6.92
1434	0	7	7	7	51.76	51.77	36.06	77.14	4.9	8.8
1435	7	7	7	7	46.96	47.88	35.27	74.75	2.23	5.8
1436	40	3	0	0	35.59	40.6	43.25	69.89	-11.56	-13.18
1437	3	40	0	0	43.73	36.93	31.11	67.22	25.44	-1.01
1438	40	0	3	0	36.02	41.83	42.54	70.75	-13.81	-10.81
1439	40	3	3	0	35.18	40.27	41.21	69.66	-11.93	-11.01
1440	0	40	3	0	45.2	37.84	29.94	67.9	26.76	1.99
1441	3	40	3	0	43.42	36.71	29.8	67.06	25.22	0.78
1442	40	40	3	0	26.6	25.49	27.97	57.55	8.46	-12.65
1443	3	0	40	0	55.43	58.66	24.55	81.11	-2.82	33.9
1444	0	3	40	0	56.5	58.29	24.09	80.9	0.72	34.39
1445	3	3	40	0	54.04	56.31	23.92	79.79	-0.66	32.77
1446	40	3	40	0	30.97	36.87	22.37	67.18	-16.08	13.96
1447	3	40	40	0	40.15	34.37	17.32	65.26	23.14	21.22
1448	40	0	0	3	34.79	40.14	42.22	69.57	-12.87	-12.45
1449	40	3	0	3	33.99	38.69	40.85	68.53	-11.13	-12.5
1450	0	40	0	3	43.18	36.25	29.72	66.71	26	0.3
1451	3	40	0	3	41.6	35.26	29.58	65.95	24.57	-0.79
1452	40	40	0	3	25.77	24.66	27.69	56.74	8.52	-13.59
1453	40	0	3	3	34.37	39.79	40.24	69.32	-13.21	-10.34
1454	40	3	3	3	33.63	38.4	39.06	68.32	-11.48	-10.51
1455	0	40	3	3	42.93	36.1	28.56	66.59	25.8	1.97
1456	3	40	3	3	41.33	35.07	28.41	65.8	24.38	0.85
1457	40	40	3	3	25.55	24.52	26.69	56.6	8.21	-12.13
1458	0	0	40	3	54.89	57.45	23.63	80.43	-1.27	34.42
1459	3	0	40	3	52.5	55.5	23.51	79.33	-2.6	32.75
1460	40	0	40	3	30.26	36.44	21.92	66.85	-17.33	14.27
1461	0	3	40	3	53.5	55.21	23.1	79.16	0.67	33.22
1462	3	3	40	3	51.27	53.42	22.96	78.12	-0.62	31.71
1463	40	3	40	3	29.67	35.21	21.47	65.92	-15.53	13.54
1464	0	40	40	3	39.82	33.84	16.74	64.84	23.89	21.84
1465	3	40	40	3	38.3	32.91	16.73	64.09	22.34	20.58
1466	40	40	40	3	23.16	22.97	16.47	55.04	4.61	5.59
1467	3	0	0	40	26.95	27.84	20.98	59.75	0.42	3.87
1468	0	3	0	40	27.21	27.64	20.59	59.56	2.24	4.36
1469	3	3	0	40	26.37	26.96	20.4	58.94	1.56	3.67
1470	40	3	0	40	17.73	19.62	18.47	51.41	-6.2	-5.23
