ISO28178										
ORIGINATOR	"WAN-IFRA. www.wan-ifra.org"									
DESCRIPTOR	"Ifra26L"									
CREATED	"30.06.2004"									
INSTRUMENTATION	"GRETAGMACBETH SpectroScan. D50. 2 degree. geometry 45/0. no polarisation filter. white backing"
PRINT_CONDITIONS	"Newspaper Coldset-Offset printing according to ISO/DIS 12647-3:2004. standard newsprint. screen ruling 40 l/cm ± 2 l/cm"
NUMBER_OF_FIELDS	11									
BEGIN_DATA_FORMAT										
SAMPLE_ID	CMYK_C	CMYK_M	CMYK_Y	CMYK_K	XYZ_X	XYZ_Y	XYZ_Z	LAB_L	LAB_A	LAB_B
END_DATA_FORMAT										
NUMBER_OF_SETS	1485									
BEGIN_DATA										
303	70	55	30	0	16.68	17.05	17.15	48.32	1.33	-7.59
304	70	70	30	0	15.77	15.36	15.83	46.12	5.67	-8.26
305	70	85	30	0	15.18	14.29	14.96	44.64	8.6	-8.64
306	70	100	30	0	14.74	13.5	14.28	43.51	10.81	-8.87
307	85	0	30	0	20.06	27.15	24.98	59.11	-27.48	-4.8
308	85	10	30	0	18.9	24.39	23.12	56.48	-21.96	-5.93
309	85	20	30	0	17.78	21.85	21.44	53.87	-16.58	-7.17
310	85	30	30	0	16.83	19.79	19.99	51.6	-11.91	-8.16
311	85	40	30	0	15.98	18	18.66	49.49	-7.61	-8.95
312	85	55	30	0	14.98	15.93	17.04	46.89	-2.27	-9.8
313	85	70	30	0	14.21	14.42	15.78	44.84	1.88	-10.35
314	85	85	30	0	13.71	13.47	14.95	43.46	4.64	-10.66
315	85	100	30	0	13.32	12.77	14.31	42.41	6.71	-10.83
316	100	0	30	0	18	25.05	24.53	57.12	-29.43	-7.42
317	100	10	30	0	17	22.58	22.73	54.64	-24.08	-8.36
318	100	20	30	0	16.08	20.35	21.12	52.24	-18.93	-9.36
319	100	30	30	0	15.28	18.51	19.74	50.11	-14.39	-10.2
320	100	40	30	0	14.58	16.93	18.48	48.17	-10.22	-10.83
321	100	55	30	0	13.72	15.08	16.93	45.74	-5.06	-11.52
322	100	70	30	0	13.07	13.73	15.72	43.84	-1.1	-11.92
323	100	85	30	0	12.63	12.86	14.93	42.55	1.53	-12.16
324	100	100	30	0	12.3	12.24	14.32	41.59	3.44	-12.29
325	0	0	40	0	58.04	60.79	24.67	82.27	-1.38	35.68
326	0	10	40	0	53.15	52.84	22.6	77.78	5.72	31.8
327	0	20	40	0	48.68	45.76	20.53	73.39	12.84	28.31
328	0	30	40	0	45.03	40.15	18.88	69.58	19.06	25.22
329	0	40	40	0	41.86	35.42	17.34	66.07	24.85	22.58
330	0	55	40	0	38.25	30.1	15.52	61.74	32.31	19.42
331	0	70	40	0	35.69	26.4	14.18	58.42	38.23	17.11
332	0	85	40	0	34.13	24.15	13.28	56.23	42.34	15.74
333	0	100	40	0	33.06	22.58	12.61	54.64	45.46	14.87
334	10	0	40	0	49.76	53.96	24.22	78.44	-6	29.89
335	10	10	40	0	45.78	47.13	22.21	74.27	0.97	26.5
336	10	20	40	0	42.03	40.96	20.27	70.15	7.78	23.26
337	10	30	40	0	39	36.1	18.71	66.59	13.76	20.44
338	10	40	40	0	36.34	31.97	17.26	63.31	19.31	18.01
339	10	55	40	0	33.29	27.28	15.53	59.23	26.49	15.09
340	10	70	40	0	31.13	24.03	14.24	56.11	32.16	12.98
341	10	85	40	0	29.77	22	13.35	54.03	36.09	11.75
342	10	100	40	0	28.81	20.58	12.67	52.49	39.07	10.97
343	20	0	40	0	42.63	47.9	23.75	74.76	-10.3	24.41
344	20	10	40	0	39.29	41.92	21.82	70.82	-3.54	21.3
345	20	20	40	0	36.24	36.65	20.05	67.01	3.03	18.32
346	20	30	40	0	33.69	32.4	18.56	63.67	8.76	15.72
347	20	40	40	0	31.47	28.8	17.18	60.6	14.08	13.52
348	20	55	40	0	28.92	24.71	15.53	56.79	20.94	10.87
349	20	70	40	0	27.07	21.83	14.3	53.84	26.38	8.9
350	20	85	40	0	25.92	20.04	13.43	51.88	30.1	7.83
351	20	100	40	0	25.09	18.78	12.76	50.42	32.9	7.18
352	30	0	40	0	36.57	42.64	23.3	71.31	-14.39	19.3
353	30	10	40	0	33.85	37.5	21.51	67.65	-7.83	16.45
354	30	20	40	0	31.3	32.89	19.82	64.07	-1.47	13.71
355	30	30	40	0	29.24	29.25	18.44	61	4.04	11.38
356	30	40	40	0	27.4	26.1	17.13	58.13	9.16	9.38
357	30	55	40	0	25.22	22.48	15.53	54.53	15.76	6.99
358	30	70	40	0	23.66	19.94	14.32	51.76	20.96	5.26
359	30	85	40	0	22.66	18.34	13.48	49.91	24.49	4.29
360	30	100	40	0	21.94	17.2	12.82	48.51	27.17	3.69
361	40	0	40	0	31.65	38.25	22.86	68.2	-18.04	14.78
362	40	10	40	0	29.41	33.78	21.19	64.79	-11.67	12.15
363	40	20	40	0	27.27	29.74	19.59	61.43	-5.52	9.64
364	40	30	40	0	25.57	26.56	18.29	58.57	-0.19	7.52
365	40	40	40	0	24.04	23.83	17.05	55.91	4.75	5.72
366	40	55	40	0	22.19	20.6	15.5	52.51	11.11	3.57
367	40	70	40	0	20.84	18.32	14.32	49.88	16.1	2.02
368	40	85	40	0	19.98	16.89	13.51	48.13	19.47	1.15
369	40	100	40	0	19.36	15.88	12.87	46.82	22	0.63
370	55	0	40	0	26.13	33.15	22.3	64.28	-22.47	9.09
371	55	10	40	0	24.41	29.47	20.74	61.19	-16.41	6.86
372	55	20	40	0	22.77	26.13	19.28	58.16	-10.56	4.67
373	55	30	40	0	21.42	23.44	18.04	55.52	-5.45	2.82
374	55	40	40	0	20.22	21.12	16.87	53.08	-0.71	1.26
375	55	55	40	0	18.78	18.44	15.42	50.02	5.25	-0.53
376	55	70	40	0	17.71	16.51	14.31	47.63	9.96	-1.83
377	55	85	40	0	17.03	15.31	13.55	46.05	13.1	-2.55
378	55	100	40	0	16.53	14.44	12.97	44.85	15.47	-3.02
379	70	0	40	0	22.06	29.26	21.81	61.01	-26.14	4.41
380	70	10	40	0	20.75	26.21	20.36	58.24	-20.37	2.55
381	70	20	40	0	19.45	23.36	18.98	55.44	-14.71	0.61
382	70	30	40	0	18.37	21.08	17.82	53.04	-9.84	-0.97
383	70	40	40	0	17.4	19.09	16.71	50.79	-5.32	-2.29
384	70	55	40	0	16.25	16.79	15.34	48	0.35	-3.81
385	70	70	40	0	15.4	15.15	14.3	45.84	4.76	-4.89
386	70	85	40	0	14.85	14.11	13.58	44.38	7.75	-5.51
387	70	100	40	0	14.44	13.35	13.04	43.28	9.99	-5.92
388	85	0	40	0	19.31	26.54	21.42	58.55	-28.78	0.93
389	85	10	40	0	18.24	23.88	20.03	55.97	-23.21	-0.68
390	85	20	40	0	17.18	21.42	18.72	53.4	-17.76	-2.34
391	85	30	40	0	16.32	19.45	17.62	51.21	-13.1	-3.68
392	85	40	40	0	15.52	17.7	16.56	49.13	-8.74	-4.81
393	85	55	40	0	14.58	15.69	15.26	46.57	-3.31	-6.09
394	85	70	40	0	13.87	14.23	14.27	44.56	0.92	-7.01
395	85	85	40	0	13.39	13.3	13.59	43.21	3.69	-7.55
396	85	100	40	0	13.03	12.61	13.07	42.18	5.84	-7.91
397	100	0	40	0	17.28	24.48	21.08	56.56	-30.85	-1.81
398	100	10	40	0	16.37	22.09	19.73	54.12	-25.41	-3.25
399	100	20	40	0	15.51	19.94	18.49	51.77	-20.18	-4.66
400	100	30	40	0	14.78	18.18	17.43	49.71	-15.64	-5.82
401	100	40	40	0	14.13	16.66	16.42	47.83	-11.47	-6.74
402	100	55	40	0	13.34	14.86	15.18	45.44	-6.24	-7.82
403	100	70	40	0	12.73	13.54	14.22	43.57	-2.15	-8.6
404	100	85	40	0	12.32	12.69	13.57	42.3	0.53	-9.08
405	100	100	40	0	12	12.08	13.08	41.34	2.5	-9.4
406	0	0	55	0	56.7	59.53	19.42	81.58	-1.71	44.74
407	0	10	55	0	51.92	51.74	18.01	77.13	5.37	40.13
408	0	20	55	0	47.55	44.77	16.58	72.74	12.52	35.86
409	0	30	55	0	44.02	39.31	15.41	68.97	18.75	32.18
410	0	40	55	0	40.99	34.72	14.36	65.53	24.52	28.9
411	0	55	55	0	37.51	29.55	13.09	61.27	31.97	24.95
412	0	70	55	0	35.06	25.96	12.14	58	37.9	22
413	0	85	55	0	33.59	23.79	11.52	55.88	41.99	20.16
414	0	100	55	0	32.61	22.31	11.09	54.36	45.08	18.87
415	10	0	55	0	48.48	52.75	19.15	77.73	-6.42	38.67
416	10	10	55	0	44.62	46.1	17.78	73.61	0.5	34.58
417	10	20	55	0	40.99	40.07	16.46	69.52	7.33	30.59
418	10	30	55	0	38.08	35.34	15.35	66.01	13.34	27.22
419	10	40	55	0	35.55	31.34	14.36	62.8	18.89	24.2
420	10	55	55	0	32.62	26.8	13.15	58.79	26.04	20.5
421	10	70	55	0	30.55	23.64	12.23	55.72	31.7	17.8
422	10	85	55	0	29.26	21.69	11.62	53.69	35.61	16.1
423	10	100	55	0	28.38	20.34	11.17	52.22	38.57	14.92
424	20	0	55	0	41.38	46.73	18.87	74.02	-10.86	32.87
425	20	10	55	0	38.2	40.96	17.57	70.15	-4.12	29.09
426	20	20	55	0	35.27	35.84	16.37	66.4	2.42	25.4
427	20	30	55	0	32.84	31.72	15.32	63.11	8.19	22.3
428	20	40	55	0	30.74	28.24	14.36	60.1	13.55	19.53
429	20	55	55	0	28.31	24.28	13.22	56.37	20.38	16.14
430	20	70	55	0	26.55	21.49	12.34	53.48	25.78	13.63
431	20	85	55	0	25.45	19.76	11.73	51.57	29.48	12.11
432	20	100	55	0	24.68	18.55	11.26	50.16	32.27	11.08
433	30	0	55	0	35.41	41.56	18.63	70.57	-15.08	27.46
434	30	10	55	0	32.83	36.61	17.4	66.98	-8.54	24.02
435	30	20	55	0	30.4	32.15	16.26	63.46	-2.2	20.61
436	30	30	55	0	28.44	28.62	15.28	60.44	3.35	17.79
437	30	40	55	0	26.7	25.58	14.38	57.64	8.5	15.23
438	30	55	55	0	24.65	22.09	13.26	54.12	15.08	12.16
439	30	70	55	0	23.16	19.62	12.39	51.41	20.26	9.9
440	30	85	55	0	22.21	18.08	11.8	49.59	23.77	8.5
441	30	100	55	0	21.53	16.99	11.34	48.24	26.44	7.55
442	40	0	55	0	30.57	37.26	18.38	67.47	-18.84	22.66
443	40	10	55	0	28.46	32.97	17.23	64.14	-12.51	19.5
444	40	20	55	0	26.44	29.07	16.15	60.85	-6.37	16.35
445	40	30	55	0	24.82	25.99	15.23	58.03	-1.01	13.75
446	40	40	55	0	23.39	23.35	14.38	55.43	3.95	11.44
447	40	55	55	0	21.65	20.24	13.28	52.11	10.32	8.64
448	40	70	55	0	20.38	18.05	12.43	49.55	15.3	6.59
449	40	85	55	0	19.56	16.66	11.85	47.83	18.66	5.31
450	40	100	55	0	18.96	15.67	11.4	46.54	21.17	4.44
451	55	0	55	0	25.15	32.26	18.05	63.56	-23.48	16.66
452	55	10	55	0	23.55	28.75	16.98	60.56	-17.44	13.91
453	55	20	55	0	22.01	25.53	15.98	57.59	-11.6	11.14
454	55	30	55	0	20.75	22.94	15.11	55.01	-6.46	8.84
455	55	40	55	0	19.63	20.71	14.3	52.63	-1.7	6.81
456	55	55	55	0	18.28	18.12	13.27	49.64	4.3	4.39
457	55	70	55	0	17.27	16.25	12.46	47.3	9.01	2.62
458	55	85	55	0	16.62	15.08	11.91	45.74	12.16	1.53
459	55	100	55	0	16.14	14.23	11.49	44.56	14.55	0.75
460	70	0	55	0	21.16	28.46	17.74	60.3	-27.32	11.74
461	70	10	55	0	19.95	25.55	16.75	57.61	-21.57	9.37
462	70	20	55	0	18.74	22.83	15.82	54.89	-15.93	6.9
463	70	30	55	0	17.76	20.64	14.99	52.55	-11.01	4.91
464	70	40	55	0	16.87	18.73	14.22	50.37	-6.44	3.13
465	70	55	55	0	15.78	16.5	13.23	47.62	-0.71	1.02
466	70	70	55	0	14.99	14.9	12.47	45.5	3.75	-0.51
467	70	85	55	0	14.46	13.89	11.96	44.07	6.73	-1.48
468	70	100	55	0	14.06	13.14	11.55	42.97	9	-2.19
469	85	0	55	0	18.47	25.81	17.49	57.86	-30.13	8.08
470	85	10	55	0	17.51	23.3	16.53	55.38	-24.54	6.03
471	85	20	55	0	16.54	20.95	15.66	52.89	-19.1	3.83
472	85	30	55	0	15.74	19.04	14.87	50.74	-14.36	2.08
473	85	40	55	0	15.01	17.37	14.14	48.72	-9.97	0.5
474	85	55	55	0	14.13	15.41	13.2	46.19	-4.47	-1.35
475	85	70	55	0	13.45	13.98	12.46	44.2	-0.18	-2.72
476	85	85	55	0	13.01	13.08	11.98	42.89	2.65	-3.58
477	85	100	55	0	12.67	12.41	11.59	41.87	4.81	-4.22
478	100	0	55	0	16.5	23.82	17.29	55.91	-32.35	5.19
479	100	10	55	0	15.69	21.57	16.35	53.57	-26.86	3.34
480	100	20	55	0	14.92	19.52	15.51	51.29	-21.59	1.44
481	100	30	55	0	14.24	17.81	14.75	49.27	-17	-0.15
482	100	40	55	0	13.65	16.34	14.05	47.42	-12.76	-1.53
483	100	55	55	0	12.91	14.59	13.16	45.07	-7.46	-3.18
484	100	70	55	0	12.34	13.31	12.45	43.23	-3.32	-4.39
485	100	85	55	0	11.95	12.48	11.98	41.97	-0.58	-5.17
486	100	100	55	0	11.65	11.88	11.62	41.02	1.43	-5.75
487	0	0	70	0	55.77	58.57	15.74	81.05	-1.74	52.19
488	0	10	70	0	50.97	50.8	14.78	76.56	5.35	46.82
489	0	20	70	0	46.73	44.01	13.79	72.24	12.41	41.95
490	0	30	70	0	43.29	38.67	13.01	68.51	18.61	37.65
491	0	40	70	0	40.33	34.17	12.26	65.1	24.37	33.89
492	0	55	70	0	36.98	29.13	11.38	60.9	31.82	29.26
493	0	70	70	0	34.61	25.63	10.71	57.68	37.75	25.78
494	0	85	70	0	33.21	23.53	10.28	55.61	41.82	23.57
495	0	100	70	0	32.27	22.09	9.96	54.13	44.9	22.06
496	10	0	70	0	47.57	51.86	15.64	77.19	-6.62	45.79
497	10	10	70	0	43.78	45.31	14.72	73.09	0.29	41.02
498	10	20	70	0	40.24	39.38	13.77	69.03	7.14	36.48
499	10	30	70	0	37.43	34.78	13.03	65.58	13.12	32.55
500	10	40	70	0	34.98	30.87	12.32	62.4	18.68	29.05
501	10	55	70	0	32.15	26.44	11.48	58.45	25.8	24.73
502	10	70	70	0	30.13	23.35	10.83	55.43	31.43	21.5
503	10	85	70	0	28.91	21.46	10.4	53.45	35.32	19.45
504	10	100	70	0	28.07	20.14	10.07	52	38.28	18.04
505	20	0	70	0	40.48	45.85	15.47	73.45	-11.14	39.75
506	20	10	70	0	37.41	40.23	14.62	69.64	-4.43	35.31
507	20	20	70	0	34.57	35.23	13.78	65.92	2.07	31.09
508	20	30	70	0	32.24	31.21	13.07	62.69	7.88	27.46
509	20	40	70	0	30.23	27.82	12.38	59.72	13.27	24.27
510	20	55	70	0	27.88	23.97	11.58	56.05	20.06	20.28
511	20	70	70	0	26.18	21.25	10.96	53.22	25.43	17.28
512	20	85	70	0	25.13	19.57	10.52	51.34	29.1	15.43
513	20	100	70	0	24.38	18.39	10.17	49.96	31.86	14.19
514	30	0	70	0	34.57	40.74	15.39	69.99	-15.45	33.99
515	30	10	70	0	32.11	35.96	14.56	66.49	-8.98	30.02
516	30	20	70	0	29.76	31.6	13.77	63.01	-2.66	26.11
517	30	30	70	0	27.89	28.17	13.1	60.04	2.92	22.79
518	30	40	70	0	26.22	25.2	12.45	57.27	8.1	19.85
519	30	55	70	0	24.26	21.82	11.66	53.83	14.66	16.21
520	30	70	70	0	22.83	19.42	11.05	51.17	19.8	13.49
521	30	85	70	0	21.9	17.9	10.61	49.37	23.29	11.76
522	30	100	70	0	21.24	16.83	10.26	48.04	25.93	10.6
523	40	0	70	0	29.78	36.49	15.27	66.89	-19.3	28.94
524	40	10	70	0	27.79	32.37	14.5	63.65	-13.06	25.29
525	40	20	70	0	25.85	28.57	13.73	60.4	-6.89	21.7
526	40	30	70	0	24.31	25.58	13.1	57.64	-1.52	18.65
527	40	40	70	0	22.95	23.01	12.49	55.08	3.46	15.95
528	40	55	70	0	21.29	20	11.72	51.84	9.81	12.61
529	40	70	70	0	20.06	17.85	11.1	49.31	14.74	10.12
530	40	85	70	0	19.27	16.49	10.68	47.62	18.1	8.52
531	40	100	70	0	18.68	15.53	10.33	46.35	20.59	7.44
532	55	0	70	0	24.42	31.58	15.08	62.99	-24.12	22.69
533	55	10	70	0	22.93	28.21	14.37	60.08	-18.13	19.47
534	55	20	70	0	21.48	25.1	13.67	57.17	-12.27	16.29
535	55	30	70	0	20.29	22.59	13.07	54.65	-7.1	13.58
536	55	40	70	0	19.23	20.42	12.49	52.31	-2.33	11.19
537	55	55	70	0	17.94	17.9	11.75	49.37	3.68	8.26
538	55	70	70	0	16.97	16.07	11.16	47.07	8.38	6.07
539	55	85	70	0	16.33	14.91	10.75	45.51	11.53	4.66
540	55	100	70	0	15.87	14.08	10.41	44.34	13.89	3.71
541	70	0	70	0	20.49	27.85	14.92	59.76	-28.15	17.52
542	70	10	70	0	19.38	25.07	14.26	57.14	-22.39	14.71
543	70	20	70	0	18.26	22.45	13.6	54.5	-16.75	11.88
544	70	30	70	0	17.34	20.33	13.03	52.21	-11.78	9.51
545	70	40	70	0	16.5	18.48	12.46	50.07	-7.18	7.4
546	70	55	70	0	15.47	16.3	11.75	47.36	-1.44	4.8
547	70	70	70	0	14.69	14.72	11.18	45.25	3.04	2.85
548	70	85	70	0	14.18	13.72	10.8	43.82	6.05	1.6
549	70	100	70	0	13.78	12.97	10.47	42.72	8.29	0.74
550	85	0	70	0	17.87	25.27	14.76	57.34	-31.07	13.74
551	85	10	70	0	16.99	22.87	14.12	54.94	-25.47	11.26
552	85	20	70	0	16.1	20.61	13.5	52.52	-20.01	8.74
553	85	30	70	0	15.36	18.77	12.96	50.41	-15.22	6.58
554	85	40	70	0	14.67	17.13	12.42	48.43	-10.77	4.69
555	85	55	70	0	13.81	15.2	11.73	45.91	-5.24	2.36
556	85	70	70	0	13.15	13.78	11.17	43.92	-0.9	0.59
557	85	85	70	0	12.73	12.9	10.82	42.62	1.94	-0.55
558	85	100	70	0	12.4	12.25	10.51	41.6	4.09	-1.34
559	100	0	70	0	15.94	23.33	14.63	55.41	-33.37	10.75
560	100	10	70	0	15.23	21.2	13.99	53.16	-27.85	8.54
561	100	20	70	0	14.52	19.22	13.39	50.95	-22.56	6.33
562	100	30	70	0	13.89	17.56	12.87	48.96	-17.9	4.32
563	100	40	70	0	13.33	16.12	12.37	47.14	-13.6	2.61
564	100	55	70	0	12.61	14.4	11.71	44.8	-8.26	0.48
565	100	70	70	0	12.04	13.12	11.18	42.94	-4.09	-1.12
566	100	85	70	0	11.68	12.3	10.83	41.69	-1.31	-2.19
567	100	100	70	0	11.39	11.71	10.54	40.76	0.7	-2.89
568	0	0	85	0	55.16	57.87	13.42	80.67	-1.6	57.5
569	0	10	85	0	50.42	50.19	12.74	76.19	5.47	51.64
570	0	20	85	0	46.21	43.48	12.03	71.88	12.47	46.25
571	0	30	85	0	42.82	38.21	11.48	68.18	18.64	41.5
572	0	40	85	0	39.92	33.8	10.93	64.8	24.38	37.34
573	0	55	85	0	36.65	28.85	10.29	60.65	31.81	32.22
574	0	70	85	0	34.32	25.41	9.78	57.47	37.69	28.4
575	0	85	85	0	32.95	23.34	9.45	55.42	41.75	26
576	0	100	85	0	32.05	21.93	9.21	53.95	44.82	24.31
577	10	0	85	0	47.01	51.24	13.42	76.82	-6.57	50.85
578	10	10	85	0	43.28	44.77	12.75	72.74	0.33	45.67
579	10	20	85	0	39.8	38.95	12.08	68.72	7.14	40.65
580	10	30	85	0	37.03	34.41	11.55	65.28	13.08	36.3
581	10	40	85	0	34.63	30.56	11.03	62.13	18.62	32.44
582	10	55	85	0	31.84	26.18	10.41	58.21	25.72	27.63
583	10	70	85	0	29.87	23.15	9.92	55.23	31.32	24.09
584	10	85	85	0	28.67	21.29	9.59	53.26	35.19	21.82
585	10	100	85	0	27.86	20	9.33	51.84	38.14	20.24
586	20	0	85	0	39.93	45.27	13.36	73.07	-11.24	44.55
587	20	10	85	0	36.95	39.77	12.75	69.31	-4.52	39.75
588	20	20	85	0	34.17	34.84	12.15	65.63	1.99	35.12
589	20	30	85	0	31.89	30.9	11.64	62.42	7.76	31.09
590	20	40	85	0	29.92	27.56	11.14	59.49	13.12	27.55
591	20	55	85	0	27.61	23.76	10.54	55.84	19.9	23.14
592	20	70	85	0	25.96	21.08	10.06	53.04	25.26	19.84
593	20	85	85	0	24.92	19.43	9.73	51.19	28.89	17.75
594	20	100	85	0	24.19	18.27	9.46	49.83	31.62	16.34
595	30	0	85	0	34.03	40.18	13.34	69.6	-15.59	38.6
596	30	10	85	0	31.68	35.53	12.77	66.16	-9.12	34.28
597	30	20	85	0	29.42	31.27	12.2	62.74	-2.79	29.99
598	30	30	85	0	27.59	27.9	11.71	59.8	2.76	26.35
599	30	40	85	0	25.96	24.99	11.23	57.06	7.93	23.08
600	30	55	85	0	24.03	21.65	10.64	53.65	14.44	19.04
601	30	70	85	0	22.63	19.28	10.17	51.02	19.55	16.02
602	30	85	85	0	21.72	17.79	9.83	49.24	22.99	14.05
603	30	100	85	0	21.07	16.73	9.56	47.92	25.63	12.71
604	40	0	85	0	29.27	35.96	13.31	66.49	-19.51	33.35
605	40	10	85	0	27.38	31.98	12.76	63.33	-13.26	29.4
606	40	20	85	0	25.53	28.28	12.22	60.14	-7.11	25.46
607	40	30	85	0	24.03	25.34	11.75	57.41	-1.74	22.11
608	40	40	85	0	22.71	22.82	11.29	54.88	3.24	19.13
609	40	55	85	0	21.08	19.86	10.72	51.67	9.53	15.39
610	40	70	85	0	19.89	17.74	10.24	49.18	14.45	12.61
611	40	85	85	0	19.09	16.4	9.91	47.5	17.73	10.79
612	40	100	85	0	18.52	15.44	9.64	46.23	20.23	9.52
613	55	0	85	0	23.96	31.11	13.23	62.6	-24.44	26.86
614	55	10	85	0	22.56	27.85	12.72	59.75	-18.42	23.36
615	55	20	85	0	21.19	24.83	12.21	56.91	-12.56	19.9
616	55	30	85	0	20.03	22.37	11.77	54.42	-7.39	16.91
617	55	40	85	0	19.01	20.25	11.33	52.12	-2.62	14.27
618	55	55	85	0	17.76	17.78	10.77	49.22	3.34	10.98
619	55	70	85	0	16.81	15.97	10.31	46.94	8.03	8.5
620	55	85	85	0	16.17	14.82	9.99	45.38	11.13	6.88
621	55	100	85	0	15.7	13.98	9.73	44.21	13.48	5.74
622	70	0	85	0	20.09	27.45	13.16	59.39	-28.54	21.52
623	70	10	85	0	19.04	24.75	12.67	56.83	-22.75	18.46
624	70	20	85	0	17.99	22.21	12.19	54.25	-17.1	15.37
625	70	30	85	0	17.1	20.14	11.76	51.99	-12.14	12.74
626	70	40	85	0	16.3	18.32	11.33	49.88	-7.53	10.39
627	70	55	85	0	15.3	16.19	10.8	47.22	-1.81	7.45
628	70	70	85	0	14.54	14.63	10.36	45.12	2.65	5.24
629	70	85	85	0	14.01	13.62	10.04	43.68	5.63	3.77
630	70	100	85	0	13.62	12.88	9.79	42.58	7.87	2.71
631	85	0	85	0	17.5	24.93	13.08	57	-31.56	17.63
632	85	10	85	0	16.68	22.59	12.61	54.65	-25.92	14.88
633	85	20	85	0	15.84	20.39	12.14	52.28	-20.44	12.11
634	85	30	85	0	15.14	18.59	11.73	50.2	-15.61	9.75
635	85	40	85	0	14.48	16.99	11.31	48.25	-11.15	7.63
636	85	55	85	0	13.65	15.09	10.79	45.76	-5.64	4.95
637	85	70	85	0	13	13.69	10.36	43.79	-1.33	2.92
638	85	85	85	0	12.55	12.79	10.07	42.44	1.53	1.55
639	85	100	85	0	12.23	12.13	9.83	41.42	3.69	0.59
640	100	0	85	0	15.61	23.02	12.99	55.09	-33.92	14.58
641	100	10	85	0	14.95	20.95	12.52	52.89	-28.37	12.09
642	100	20	85	0	14.27	19.02	12.07	50.71	-23.05	9.62
643	100	30	85	0	13.68	17.4	11.67	48.76	-18.34	7.42
644	100	40	85	0	13.14	15.98	11.28	46.95	-14.02	5.5
645	100	55	85	0	12.44	14.28	10.78	44.63	-8.66	3.04
646	100	70	85	0	11.88	13.01	10.36	42.77	-4.5	1.18
647	100	85	85	0	11.49	12.17	10.07	41.48	-1.72	-0.11
648	100	100	85	0	11.22	11.59	9.86	40.56	0.31	-1
649	0	0	100	0	54.74	57.34	11.8	80.37	-1.38	61.56
650	0	10	100	0	50.05	49.74	11.3	75.91	5.66	55.36
651	0	20	100	0	45.82	43.07	10.78	71.6	12.59	49.54
652	0	30	100	0	42.5	37.88	10.38	67.93	18.75	44.5
653	0	40	100	0	39.64	33.52	10	64.58	24.46	39.95
654	0	55	100	0	36.4	28.63	9.51	60.46	31.82	34.47
655	0	70	100	0	34.11	25.23	9.12	57.3	37.68	30.38
656	0	85	100	0	32.77	23.19	8.86	55.27	41.73	27.82
657	0	100	100	0	31.88	21.81	8.66	53.82	44.81	26.04
658	10	0	100	0	46.62	50.78	11.88	76.54	-6.45	54.73
659	10	10	100	0	42.95	44.39	11.37	72.49	0.45	49.25
660	10	20	100	0	39.5	38.63	10.88	68.48	7.2	43.84
661	10	30	100	0	36.77	34.14	10.49	65.07	13.13	39.2
662	10	40	100	0	34.39	30.33	10.12	61.93	18.65	35
663	10	55	100	0	31.64	26	9.64	58.04	25.72	29.87
664	10	70	100	0	29.68	23	9.26	55.07	31.28	26.06
665	10	85	100	0	28.5	21.16	8.99	53.12	35.14	23.64
666	10	100	100	0	27.7	19.89	8.79	51.71	38.06	21.92
667	20	0	100	0	39.56	44.87	11.91	72.81	-11.26	48.2
668	20	10	100	0	36.64	39.44	11.44	69.07	-4.51	43.15
669	20	20	100	0	33.91	34.56	10.99	65.41	2.04	38.19
670	20	30	100	0	31.66	30.67	10.62	62.23	7.76	33.89
671	20	40	100	0	29.71	27.37	10.26	59.32	13.05	30.02
672	20	55	100	0	27.44	23.62	9.79	55.7	19.83	25.33
673	20	70	100	0	25.8	20.96	9.42	52.91	25.18	21.79
674	20	85	100	0	24.78	19.33	9.15	51.07	28.78	19.55
675	20	100	100	0	24.05	18.19	8.94	49.72	31.46	17.95
676	30	0	100	0	33.66	39.77	11.93	69.3	-15.62	42.1
677	30	10	100	0	31.39	35.23	11.49	65.93	-9.15	37.57
678	30	20	100	0	29.19	31.04	11.09	62.54	-2.81	32.97
679	30	30	100	0	27.4	27.71	10.72	59.63	2.74	29.1
680	30	40	100	0	25.79	24.84	10.37	56.92	7.86	25.54
681	30	55	100	0	23.89	21.54	9.9	53.53	14.34	21.22
682	30	70	100	0	22.51	19.2	9.53	50.92	19.42	17.97
683	30	85	100	0	21.6	17.72	9.26	49.15	22.84	15.84
684	30	100	100	0	20.95	16.67	9.06	47.85	25.41	14.31
685	40	0	100	0	28.91	35.56	11.94	66.18	-19.59	36.7
686	40	10	100	0	27.11	31.69	11.53	63.08	-13.32	32.55
687	40	20	100	0	25.34	28.09	11.15	59.97	-7.18	28.33
688	40	30	100	0	23.87	25.19	10.79	57.26	-1.8	24.77
689	40	40	100	0	22.57	22.69	10.44	54.76	3.16	21.57
690	40	55	100	0	20.97	19.77	9.99	51.57	9.4	17.56
691	40	70	100	0	19.77	17.67	9.62	49.1	14.25	14.52
692	40	85	100	0	19	16.35	9.36	47.43	17.53	12.55
693	40	100	100	0	18.41	15.39	9.15	46.17	19.96	11.09
694	55	0	100	0	23.64	30.76	11.95	62.3	-24.57	29.98
695	55	10	100	0	22.31	27.59	11.56	59.52	-18.55	26.33
696	55	20	100	0	21.01	24.66	11.2	56.74	-12.69	22.64
697	55	30	100	0	19.87	22.23	10.84	54.27	-7.52	19.48
